Produto;Descricao;Categoria;EstoqueAtual;CustoUnitario
PC003119;SINCRONIZADOR STD ORIGINAL;TRANSMISSAO;292,0;1695,84
PC003120;BOLSA DE AR SUSPENSAO LEVE ORIGINAL;SUSPENSAO;37,0;337,94
PC003121;MANGUEIRA DE FREIO AR  ORIGINAL;FREIOS;2,0;345,39
PC003123;LONA DE FREIO LEVE ORIGINAL;FREIOS;5,0;237,39
PC003124;CRUZETA CARDAN PESADO PARALELA B;TRANSMISSAO;1,0;4916,17
PC003125;PARA-CHOQUE DIANTEIRO PESADO ORIGINAL;CARROCERIA;2,0;793,62
PC003126;VALVULA DE FREIO STD PARALELA A;FREIOS;12,0;167,14
PC003127;FAROL DIANTEIRO LED LEVE ORIGINAL;ELETRICA;1,0;716,83
PC003128;BARRA ESTABILIZADORA STD PARALELA A;SUSPENSAO;3,0;941,55
PC003129;AMORTECEDOR TRASEIRO REFORCADO ORIGINAL;SUSPENSAO;26,0;157,79
PC003130;FILTRO DE CABINE STD PARALELA B;FILTROS;4,0;100,13
PC003131;ENGATE DE REBOQUE  ORIGINAL;ARTICULACAO_5RODA;24,0;2215,95
PC003132;DISCO DE EMBREAGEM  REMANUFATURADO;TRANSMISSAO;31,0;7841,07
PC003133;SAPATA DE FREIO LEVE ORIGINAL;FREIOS;1,0;127,33
PC003134;BICO INJETOR REFORCADO PARALELA A;MOTOR;103,0;2653,09
PC003135;BUCHA DE MOLA REFORCADO PARALELA B;SUSPENSAO;15,0;623,75
PC003136;VENTOINHA LEVE PARALELA B;ARREFECIMENTO;4,0;258,4
PC003137;CAMISA DE CILINDRO PESADO PARALELA A;MOTOR;43,0;3503,13
PC003138;BOMBA INJETORA PESADO REMANUFATURADO;MOTOR;79,0;721,38
PC003139;TAMBOR DE FREIO  REMANUFATURADO;FREIOS;31,0;327,09
PC003140;ROLAMENTO DE EMBREAGEM STD PARALELA B;TRANSMISSAO;3,0;4314,51
PC003141;PINO REI LEVE PARALELA B;ARTICULACAO_5RODA;19,0;2392,95
PC003142;PARA-LAMA  PARALELA A;CARROCERIA;661,0;928,96
PC003145;MACANETA DE PORTA LEVE ORIGINAL;CARROCERIA;15,0;694,42
PC003146;CUBO DE RODA LEVE ORIGINAL;RODAS_PNEUS;2,0;357,79
PC003147;BOMBA D AGUA LEVE PARALELA B;ARREFECIMENTO;1,0;541,32
PC003148;PASTILHA DE FREIO PESADO PARALELA B;FREIOS;5,0;173,88
PC003150;ALTERNADOR PESADO ORIGINAL;ELETRICA;22,0;842,69
PC003151;LANTERNA TRASEIRA REFORCADO ORIGINAL;ELETRICA;51,0;695,72
PC003152;MOTOR DE PARTIDA PESADO PARALELA B;ELETRICA;1,0;659,85
PC003153;JUNTA DE CABECOTE PESADO ORIGINAL;MOTOR;39,0;1717,59
PC003154;SENSOR ABS PESADO ORIGINAL;ELETRICA;15,0;768,79
PC003155;RESERVATORIO EXPANSAO STD REMANUFATURADO;ARREFECIMENTO;51,0;613,7
PC003156;TURBO COMPRESSOR  PARALELA A;MOTOR;8,0;2549,49
PC003157;MANGUEIRA RADIADOR PESADO PARALELA A;ARREFECIMENTO;42,0;541,32
PC003158;PINO MESTRE PESADO ORIGINAL;SUSPENSAO;21,0;1025,7
PC003159;QUINTA RODA COMPLETA LEVE REMANUFATURADO;ARTICULACAO_5RODA;108,0;1613,52
PC003160;EIXO CARDAN  ORIGINAL;TRANSMISSAO;3,0;6707,65
PC003161;PLATO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;2,0;2984,91
PC003162;FILTRO DE OLEO MOTOR PESADO REMANUFATURADO;MOTOR;27,0;1550,89
PC003163;BATERIA 150AH STD ORIGINAL;ELETRICA;17,0;98,14
PC003164;DISCO DE FREIO  ORIGINAL;FREIOS;10,0;166,98
PC003165;CILINDRO MESTRE PESADO ORIGINAL;FREIOS;10,0;212,79
PC003166;CHICOTE ELETRICO PESADO REMANUFATURADO;ELETRICA;62,0;86,54
PC003167;PARAFUSO DE RODA  ORIGINAL;RODAS_PNEUS;1,0;177,87
PC003168;RADIADOR COMPLETO REFORCADO ORIGINAL;ARREFECIMENTO;5,0;682,12
PC003169;FILTRO DE OLEO CAMBIO LEVE ORIGINAL;FILTROS;41,0;29,74
PC003170;ESPELHO RETROVISOR REFORCADO PARALELA B;CARROCERIA;10,0;538,43
PC003171;RODA DE ACO ARO 22 PESADO PARALELA A;RODAS_PNEUS;2,0;376,91
PC003172;VIDRO LATERAL  PARALELA A;CARROCERIA;12,0;239,26
PC003173;MANGOTE PNEUMATICO STD PARALELA B;ARTICULACAO_5RODA;946,0;509,2
PC003174;PARA-BRISA PESADO PARALELA A;CARROCERIA;2,0;48,81
PC003175;AMORTECEDOR DIANTEIRO STD PARALELA A;SUSPENSAO;14,0;203,7
PC003176;FILTRO DE COMBUSTIVEL REFORCADO PARALELA A;FILTROS;1,0;38,38
PC003177;FILTRO DE AR MOTOR PESADO ORIGINAL;FILTROS;22,0;59,38
PC003178;VALVULA TERMOSTATICA LEVE ORIGINAL;ARREFECIMENTO;3,0;572,29
PC003179;CAMARA DE AR REFORCADO PARALELA A;RODAS_PNEUS;43,0;1129,95
PC003180;FEIXE DE MOLA STD REMANUFATURADO;SUSPENSAO;46,0;488,35
PC003181;CORREIA DENTADA PESADO PARALELA A;MOTOR;9,0;2384,59
PC003182;ROLAMENTO DE RODA STD ORIGINAL;RODAS_PNEUS;3,0;966,3
PC003183;SINCRONIZADOR REFORCADO PARALELA A;TRANSMISSAO;1,0;362,84
PC003184;BOLSA DE AR SUSPENSAO PESADO PARALELA B;SUSPENSAO;1,0;317,75
PC003186;FILTRO SEPARADOR AGUA REFORCADO ORIGINAL;FILTROS;13,0;128,35
PC003187;LONA DE FREIO  PARALELA B;FREIOS;4,0;275,03
PC003189;PARA-CHOQUE DIANTEIRO STD REMANUFATURADO;CARROCERIA;5,0;431,36
PC003190;VALVULA DE FREIO REFORCADO PARALELA A;FREIOS;136,0;184,69
PC003191;FAROL DIANTEIRO LED STD REMANUFATURADO;ELETRICA;7,0;827,99
PC003192;BARRA ESTABILIZADORA STD REMANUFATURADO;SUSPENSAO;4,0;158,97
PC003193;AMORTECEDOR TRASEIRO STD PARALELA A;SUSPENSAO;16,0;946,1
PC003194;FILTRO DE CABINE LEVE PARALELA A;FILTROS;9,0;80,99
PC003195;ENGATE DE REBOQUE PESADO ORIGINAL;ARTICULACAO_5RODA;6,0;2406,91
PC003196;DISCO DE EMBREAGEM  PARALELA A;TRANSMISSAO;35,0;4241,18
PC003197;SAPATA DE FREIO STD PARALELA B;FREIOS;17,0;94,66
PC003198;BICO INJETOR REFORCADO REMANUFATURADO;MOTOR;6,0;966,21
PC003199;BUCHA DE MOLA PESADO ORIGINAL;SUSPENSAO;12,0;190,65
PC003200;VENTOINHA REFORCADO REMANUFATURADO;ARREFECIMENTO;8,0;897,15
PC003201;CAMISA DE CILINDRO LEVE PARALELA B;MOTOR;68,0;2320,11
PC003202;BOMBA INJETORA  PARALELA B;MOTOR;62,0;2085,57
PC003204;ROLAMENTO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;5,0;7983,33
PC003205;PINO REI STD PARALELA B;ARTICULACAO_5RODA;71,0;569,06
PC003206;PARA-LAMA PESADO REMANUFATURADO;CARROCERIA;7,0;973,75
PC003207;VALVULA DE ADMISSAO PESADO PARALELA A;MOTOR;7,0;4201,52
PC003208;PNEU RADIAL 295/80 STD PARALELA B;RODAS_PNEUS;1,0;1493,49
PC003209;MACANETA DE PORTA  PARALELA A;CARROCERIA;23,0;763,11
PC003210;CUBO DE RODA  PARALELA B;RODAS_PNEUS;10,0;1128,39
PC003211;BOMBA D AGUA LEVE PARALELA A;ARREFECIMENTO;3,0;312,2
PC003212;PASTILHA DE FREIO STD REMANUFATURADO;FREIOS;68,0;280,3
PC003213;CAIXA DE CAMBIO COMPLETA  PARALELA A;TRANSMISSAO;12,0;3860,7
PC003214;ALTERNADOR  PARALELA B;ELETRICA;3,0;1435,33
PC003215;LANTERNA TRASEIRA LEVE PARALELA B;ELETRICA;100,0;1391,76
PC003216;MOTOR DE PARTIDA REFORCADO REMANUFATURADO;ELETRICA;1,0;1159,9
PC003217;JUNTA DE CABECOTE REFORCADO PARALELA B;MOTOR;13,0;3775,14
PC003218;SENSOR ABS REFORCADO PARALELA B;ELETRICA;4,0;976,55
PC003219;RESERVATORIO EXPANSAO  PARALELA B;ARREFECIMENTO;1,0;217,0
PC003220;TURBO COMPRESSOR LEVE ORIGINAL;MOTOR;14,0;2646,55
PC003221;MANGUEIRA RADIADOR PESADO ORIGINAL;ARREFECIMENTO;6,0;315,71
PC003222;PINO MESTRE STD ORIGINAL;SUSPENSAO;469,0;255,25
PC003223;QUINTA RODA COMPLETA STD ORIGINAL;ARTICULACAO_5RODA;30,0;1757,6
PC003224;EIXO CARDAN REFORCADO ORIGINAL;TRANSMISSAO;14,0;2924,8
PC003225;PLATO DE EMBREAGEM  PARALELA A;TRANSMISSAO;53,0;4306,14
PC003226;FILTRO DE OLEO MOTOR  REMANUFATURADO;MOTOR;27,0;1115,87
PC003227;BATERIA 150AH PESADO PARALELA A;ELETRICA;18,0;583,8
PC003228;DISCO DE FREIO REFORCADO ORIGINAL;FREIOS;1,0;432,37
PC003229;CILINDRO MESTRE REFORCADO REMANUFATURADO;FREIOS;19,0;227,93
PC003230;CHICOTE ELETRICO LEVE ORIGINAL;ELETRICA;119,0;1087,8
PC003231;PARAFUSO DE RODA LEVE ORIGINAL;RODAS_PNEUS;33,0;526,1
PC003233;FILTRO DE OLEO CAMBIO PESADO REMANUFATURADO;FILTROS;1,0;77,64
PC003234;ESPELHO RETROVISOR STD REMANUFATURADO;CARROCERIA;10,0;669,95
PC003235;RODA DE ACO ARO 22 PESADO PARALELA B;RODAS_PNEUS;8,0;1353,36
PC003236;VIDRO LATERAL LEVE PARALELA B;CARROCERIA;4,0;992,09
PC003237;MANGOTE PNEUMATICO STD PARALELA B;ARTICULACAO_5RODA;36,0;847,36
PC003239;AMORTECEDOR DIANTEIRO STD PARALELA A;SUSPENSAO;100,0;1027,68
PC003240;FILTRO DE COMBUSTIVEL  ORIGINAL;FILTROS;78,0;68,69
PC003241;FILTRO DE AR MOTOR LEVE ORIGINAL;FILTROS;9,0;78,4
PC003242;VALVULA TERMOSTATICA PESADO PARALELA A;ARREFECIMENTO;1,0;518,46
PC003243;CAMARA DE AR LEVE ORIGINAL;RODAS_PNEUS;5,0;1399,89
PC003244;FEIXE DE MOLA  REMANUFATURADO;SUSPENSAO;82,0;824,23
PC003245;CORREIA DENTADA PESADO PARALELA B;MOTOR;1,0;3682,56
PC003246;ROLAMENTO DE RODA PESADO ORIGINAL;RODAS_PNEUS;12,0;1540,31
PC003247;SINCRONIZADOR LEVE PARALELA A;TRANSMISSAO;11,0;4176,03
PC003248;BOLSA DE AR SUSPENSAO LEVE PARALELA B;SUSPENSAO;125,0;762,09
PC003249;MANGUEIRA DE FREIO AR STD PARALELA B;FREIOS;12,0;158,51
PC003252;CRUZETA CARDAN STD ORIGINAL;TRANSMISSAO;3,0;2239,6
PC003253;PARA-CHOQUE DIANTEIRO REFORCADO PARALELA A;CARROCERIA;3,0;94,87
PC003256;BARRA ESTABILIZADORA REFORCADO PARALELA A;SUSPENSAO;78,0;761,47
PC003257;AMORTECEDOR TRASEIRO LEVE ORIGINAL;SUSPENSAO;3,0;728,0
PC003258;FILTRO DE CABINE LEVE PARALELA A;FILTROS;98,0;61,58
PC003259;ENGATE DE REBOQUE PESADO ORIGINAL;ARTICULACAO_5RODA;25,0;1885,73
PC003260;DISCO DE EMBREAGEM STD PARALELA B;TRANSMISSAO;2,0;1122,79
PC003261;SAPATA DE FREIO PESADO PARALELA A;FREIOS;27,0;181,0
PC003262;BICO INJETOR STD ORIGINAL;MOTOR;69,0;4700,63
PC003263;BUCHA DE MOLA  ORIGINAL;SUSPENSAO;3,0;801,04
PC003264;VENTOINHA STD PARALELA B;ARREFECIMENTO;5,0;185,79
PC003265;CAMISA DE CILINDRO REFORCADO PARALELA A;MOTOR;6,0;950,83
PC003266;BOMBA INJETORA REFORCADO ORIGINAL;MOTOR;26,0;2614,2
PC003267;TAMBOR DE FREIO REFORCADO PARALELA B;FREIOS;37,0;121,94
PC003268;ROLAMENTO DE EMBREAGEM STD PARALELA B;TRANSMISSAO;3,0;3565,86
PC003269;PINO REI REFORCADO ORIGINAL;ARTICULACAO_5RODA;43,0;1203,36
PC003270;PARA-LAMA REFORCADO PARALELA A;CARROCERIA;265,0;312,97
PC003271;VALVULA DE ADMISSAO PESADO ORIGINAL;MOTOR;10,0;3507,55
PC003272;PNEU RADIAL 295/80 LEVE REMANUFATURADO;RODAS_PNEUS;4,0;134,55
PC003273;MACANETA DE PORTA  ORIGINAL;CARROCERIA;28,0;644,14
PC003274;CUBO DE RODA  PARALELA B;RODAS_PNEUS;70,0;322,69
PC003275;BOMBA D AGUA REFORCADO REMANUFATURADO;ARREFECIMENTO;5,0;98,27
PC003276;PASTILHA DE FREIO STD ORIGINAL;FREIOS;24,0;187,27
PC003277;CAIXA DE CAMBIO COMPLETA  PARALELA B;TRANSMISSAO;39,0;1500,62
PC003278;ALTERNADOR LEVE PARALELA A;ELETRICA;83,0;821,13
PC003279;LANTERNA TRASEIRA LEVE ORIGINAL;ELETRICA;94,0;108,47
PC003280;MOTOR DE PARTIDA STD ORIGINAL;ELETRICA;17,0;202,95
PC003281;JUNTA DE CABECOTE PESADO PARALELA B;MOTOR;1,0;1295,62
PC003282;SENSOR ABS REFORCADO ORIGINAL;ELETRICA;12,0;636,06
PC003283;RESERVATORIO EXPANSAO LEVE ORIGINAL;ARREFECIMENTO;6,0;675,85
PC003284;TURBO COMPRESSOR REFORCADO ORIGINAL;MOTOR;11,0;5489,28
PC003286;PINO MESTRE LEVE PARALELA B;SUSPENSAO;52,0;982,33
PC003287;QUINTA RODA COMPLETA PESADO PARALELA A;ARTICULACAO_5RODA;28,0;2217,55
PC003288;EIXO CARDAN STD ORIGINAL;TRANSMISSAO;41,0;1414,46
PC003289;PLATO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;6,0;2515,17
PC003290;FILTRO DE OLEO MOTOR  PARALELA A;MOTOR;19,0;4325,68
PC003291;BATERIA 150AH REFORCADO ORIGINAL;ELETRICA;34,0;927,8
PC003292;DISCO DE FREIO  PARALELA A;FREIOS;23,0;93,98
PC003293;CILINDRO MESTRE LEVE PARALELA A;FREIOS;8,0;377,78
PC003294;CHICOTE ELETRICO PESADO ORIGINAL;ELETRICA;4,0;434,85
PC003295;PARAFUSO DE RODA STD ORIGINAL;RODAS_PNEUS;1,0;85,04
PC003296;RADIADOR COMPLETO LEVE PARALELA B;ARREFECIMENTO;8,0;426,71
PC003297;FILTRO DE OLEO CAMBIO PESADO PARALELA A;FILTROS;94,0;84,11
PC003298;ESPELHO RETROVISOR  PARALELA A;CARROCERIA;2,0;354,67
PC003299;RODA DE ACO ARO 22 PESADO ORIGINAL;RODAS_PNEUS;28,0;905,42
PC003300;VIDRO LATERAL LEVE ORIGINAL;CARROCERIA;61,0;497,41
PC003301;MANGOTE PNEUMATICO PESADO PARALELA A;ARTICULACAO_5RODA;7,0;2942,17
PC003302;PARA-BRISA LEVE ORIGINAL;CARROCERIA;7,0;291,7
PC003305;FILTRO DE AR MOTOR REFORCADO PARALELA A;FILTROS;5,0;80,87
PC003306;VALVULA TERMOSTATICA  ORIGINAL;ARREFECIMENTO;6,0;800,41
PC003307;CAMARA DE AR PESADO ORIGINAL;RODAS_PNEUS;324,0;884,23
PC003308;FEIXE DE MOLA  ORIGINAL;SUSPENSAO;62,0;1005,19
PC003309;CORREIA DENTADA REFORCADO PARALELA B;MOTOR;19,0;2094,81
PC003310;ROLAMENTO DE RODA  PARALELA B;RODAS_PNEUS;7,0;98,19
PC003311;SINCRONIZADOR STD ORIGINAL;TRANSMISSAO;30,0;3346,46
PC003312;BOLSA DE AR SUSPENSAO STD PARALELA A;SUSPENSAO;3,0;597,53
PC003313;MANGUEIRA DE FREIO AR PESADO PARALELA A;FREIOS;5,0;79,03
PC003314;FILTRO SEPARADOR AGUA LEVE REMANUFATURADO;FILTROS;73,0;109,24
PC003315;LONA DE FREIO STD PARALELA A;FREIOS;4,0;208,55
PC003316;CRUZETA CARDAN PESADO REMANUFATURADO;TRANSMISSAO;9,0;7595,06
PC003317;PARA-CHOQUE DIANTEIRO STD PARALELA B;CARROCERIA;6,0;806,17
PC003318;VALVULA DE FREIO LEVE PARALELA B;FREIOS;26,0;241,11
PC003320;BARRA ESTABILIZADORA REFORCADO ORIGINAL;SUSPENSAO;87,0;570,21
PC003321;AMORTECEDOR TRASEIRO PESADO ORIGINAL;SUSPENSAO;6,0;1224,72
PC003322;FILTRO DE CABINE LEVE REMANUFATURADO;FILTROS;228,0;18,24
PC003323;ENGATE DE REBOQUE  ORIGINAL;ARTICULACAO_5RODA;63,0;2559,11
PC003324;DISCO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;6,0;1312,14
PC003325;SAPATA DE FREIO PESADO ORIGINAL;FREIOS;2,0;130,83
PC003326;BICO INJETOR STD ORIGINAL;MOTOR;21,0;5282,79
PC003327;BUCHA DE MOLA  REMANUFATURADO;SUSPENSAO;6,0;1097,44
PC003328;VENTOINHA  REMANUFATURADO;ARREFECIMENTO;5,0;396,75
PC003329;CAMISA DE CILINDRO LEVE PARALELA A;MOTOR;1,0;6308,25
PC003330;BOMBA INJETORA LEVE ORIGINAL;MOTOR;32,0;4867,18
PC003331;TAMBOR DE FREIO REFORCADO PARALELA B;FREIOS;38,0;243,01
PC003332;ROLAMENTO DE EMBREAGEM REFORCADO ORIGINAL;TRANSMISSAO;12,0;6596,04
PC003334;PARA-LAMA PESADO ORIGINAL;CARROCERIA;90,0;82,89
PC003335;VALVULA DE ADMISSAO PESADO ORIGINAL;MOTOR;23,0;2161,09
PC003336;PNEU RADIAL 295/80 LEVE PARALELA B;RODAS_PNEUS;37,0;1531,71
PC003337;MACANETA DE PORTA REFORCADO PARALELA B;CARROCERIA;95,0;779,96
PC003338;CUBO DE RODA PESADO PARALELA B;RODAS_PNEUS;15,0;935,56
PC003339;BOMBA D AGUA LEVE ORIGINAL;ARREFECIMENTO;33,0;696,68
PC003340;PASTILHA DE FREIO REFORCADO ORIGINAL;FREIOS;5,0;94,26
PC003341;CAIXA DE CAMBIO COMPLETA REFORCADO PARALELA B;TRANSMISSAO;5,0;6765,54
PC003343;LANTERNA TRASEIRA LEVE PARALELA B;ELETRICA;14,0;1216,56
PC003344;MOTOR DE PARTIDA STD ORIGINAL;ELETRICA;64,0;131,86
PC003345;JUNTA DE CABECOTE  REMANUFATURADO;MOTOR;1,0;1577,46
PC003346;SENSOR ABS LEVE ORIGINAL;ELETRICA;40,0;988,2
PC003347;RESERVATORIO EXPANSAO  PARALELA A;ARREFECIMENTO;3,0;523,33
PC003348;TURBO COMPRESSOR REFORCADO ORIGINAL;MOTOR;33,0;4237,42
PC003349;MANGUEIRA RADIADOR  REMANUFATURADO;ARREFECIMENTO;14,0;683,39
PC003350;PINO MESTRE LEVE PARALELA B;SUSPENSAO;5,0;514,94
PC003352;EIXO CARDAN STD PARALELA B;TRANSMISSAO;5,0;2662,39
PC003353;PLATO DE EMBREAGEM REFORCADO REMANUFATURADO;TRANSMISSAO;158,0;1068,43
PC003354;FILTRO DE OLEO MOTOR PESADO PARALELA B;MOTOR;12,0;1182,92
PC003355;BATERIA 150AH LEVE PARALELA A;ELETRICA;26,0;884,38
PC003356;DISCO DE FREIO STD PARALELA A;FREIOS;1,0;134,35
PC003357;CILINDRO MESTRE  PARALELA B;FREIOS;2,0;248,76
PC003358;CHICOTE ELETRICO REFORCADO PARALELA B;ELETRICA;4,0;533,57
PC003359;PARAFUSO DE RODA LEVE PARALELA A;RODAS_PNEUS;6,0;754,34
PC003360;RADIADOR COMPLETO LEVE PARALELA B;ARREFECIMENTO;25,0;395,84
PC003361;FILTRO DE OLEO CAMBIO STD REMANUFATURADO;FILTROS;22,0;73,74
PC003362;ESPELHO RETROVISOR REFORCADO REMANUFATURADO;CARROCERIA;4,0;498,82
PC003363;RODA DE ACO ARO 22  ORIGINAL;RODAS_PNEUS;6,0;1320,97
PC003364;VIDRO LATERAL PESADO PARALELA A;CARROCERIA;40,0;104,14
PC003365;MANGOTE PNEUMATICO  PARALELA A;ARTICULACAO_5RODA;68,0;2954,23
PC003366;PARA-BRISA  ORIGINAL;CARROCERIA;18,0;123,96
PC003367;AMORTECEDOR DIANTEIRO LEVE PARALELA A;SUSPENSAO;3,0;670,12
PC003368;FILTRO DE COMBUSTIVEL STD PARALELA A;FILTROS;6,0;45,36
PC003369;FILTRO DE AR MOTOR PESADO ORIGINAL;FILTROS;9,0;19,82
PC003370;VALVULA TERMOSTATICA REFORCADO PARALELA A;ARREFECIMENTO;3,0;333,03
PC003371;CAMARA DE AR  ORIGINAL;RODAS_PNEUS;29,0;148,82
PC003372;FEIXE DE MOLA LEVE ORIGINAL;SUSPENSAO;18,0;485,44
PC003373;CORREIA DENTADA REFORCADO REMANUFATURADO;MOTOR;6,0;2482,78
PC003374;ROLAMENTO DE RODA REFORCADO PARALELA B;RODAS_PNEUS;27,0;1654,3
PC003375;SINCRONIZADOR PESADO REMANUFATURADO;TRANSMISSAO;2,0;1610,23
PC003376;BOLSA DE AR SUSPENSAO STD ORIGINAL;SUSPENSAO;8,0;317,35
PC003377;MANGUEIRA DE FREIO AR LEVE ORIGINAL;FREIOS;34,0;429,96
PC003378;FILTRO SEPARADOR AGUA PESADO ORIGINAL;FILTROS;10,0;63,2
PC003379;LONA DE FREIO STD REMANUFATURADO;FREIOS;24,0;364,47
PC003380;CRUZETA CARDAN  PARALELA A;TRANSMISSAO;14,0;6315,1
PC003381;PARA-CHOQUE DIANTEIRO STD PARALELA B;CARROCERIA;44,0;103,03
PC003382;VALVULA DE FREIO PESADO PARALELA B;FREIOS;50,0;171,73
PC003383;FAROL DIANTEIRO LED STD PARALELA A;ELETRICA;1,0;430,96
PC003384;BARRA ESTABILIZADORA PESADO PARALELA B;SUSPENSAO;2,0;1217,97
PC003385;AMORTECEDOR TRASEIRO  PARALELA B;SUSPENSAO;1,0;147,36
PC003387;ENGATE DE REBOQUE PESADO PARALELA B;ARTICULACAO_5RODA;40,0;338,84
PC003388;DISCO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;3,0;7584,24
PC003389;SAPATA DE FREIO LEVE PARALELA B;FREIOS;55,0;366,93
PC003390;BICO INJETOR PESADO ORIGINAL;MOTOR;9,0;1622,35
PC003391;BUCHA DE MOLA PESADO REMANUFATURADO;SUSPENSAO;17,0;415,98
PC003392;VENTOINHA STD ORIGINAL;ARREFECIMENTO;13,0;1091,36
PC003393;CAMISA DE CILINDRO LEVE ORIGINAL;MOTOR;26,0;3120,87
PC003394;BOMBA INJETORA STD REMANUFATURADO;MOTOR;33,0;816,51
PC003395;TAMBOR DE FREIO LEVE PARALELA A;FREIOS;1,0;203,07
PC003396;ROLAMENTO DE EMBREAGEM  REMANUFATURADO;TRANSMISSAO;40,0;6930,54
PC003397;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;25,0;2088,77
PC003398;PARA-LAMA LEVE PARALELA B;CARROCERIA;7,0;588,41
PC003399;VALVULA DE ADMISSAO REFORCADO ORIGINAL;MOTOR;29,0;1470,15
PC003400;PNEU RADIAL 295/80  PARALELA A;RODAS_PNEUS;6,0;919,98
PC003401;MACANETA DE PORTA PESADO ORIGINAL;CARROCERIA;4,0;181,08
PC003402;CUBO DE RODA PESADO PARALELA A;RODAS_PNEUS;6,0;69,44
PC003403;BOMBA D AGUA PESADO PARALELA B;ARREFECIMENTO;4,0;485,14
PC003404;PASTILHA DE FREIO STD PARALELA B;FREIOS;31,0;335,13
PC003405;CAIXA DE CAMBIO COMPLETA PESADO ORIGINAL;TRANSMISSAO;57,0;2023,16
PC003406;ALTERNADOR REFORCADO REMANUFATURADO;ELETRICA;2,0;764,27
PC003407;LANTERNA TRASEIRA  PARALELA A;ELETRICA;77,0;388,22
PC003408;MOTOR DE PARTIDA  PARALELA B;ELETRICA;6,0;596,34
PC003409;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;11,0;4089,95
PC003410;SENSOR ABS  PARALELA A;ELETRICA;14,0;839,69
PC003411;RESERVATORIO EXPANSAO STD PARALELA A;ARREFECIMENTO;4,0;574,74
PC003412;TURBO COMPRESSOR REFORCADO PARALELA A;MOTOR;13,0;1584,99
PC003413;MANGUEIRA RADIADOR  PARALELA B;ARREFECIMENTO;6,0;515,55
PC003414;PINO MESTRE REFORCADO PARALELA A;SUSPENSAO;11,0;130,34
PC003415;QUINTA RODA COMPLETA STD ORIGINAL;ARTICULACAO_5RODA;9,0;1945,34
PC003416;EIXO CARDAN STD PARALELA B;TRANSMISSAO;8,0;1266,6
PC003417;PLATO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;35,0;5620,57
PC003418;FILTRO DE OLEO MOTOR STD PARALELA B;MOTOR;267,0;3729,15
PC003419;BATERIA 150AH REFORCADO PARALELA B;ELETRICA;13,0;854,01
PC003420;DISCO DE FREIO PESADO PARALELA A;FREIOS;30,0;216,33
PC003421;CILINDRO MESTRE REFORCADO PARALELA B;FREIOS;6,0;317,81
PC003422;CHICOTE ELETRICO PESADO ORIGINAL;ELETRICA;43,0;1336,0
PC003423;PARAFUSO DE RODA PESADO PARALELA B;RODAS_PNEUS;16,0;1797,6
PC003424;RADIADOR COMPLETO REFORCADO ORIGINAL;ARREFECIMENTO;4,0;586,62
PC003425;FILTRO DE OLEO CAMBIO REFORCADO PARALELA A;FILTROS;9,0;74,03
PC003426;ESPELHO RETROVISOR LEVE PARALELA B;CARROCERIA;21,0;276,32
PC003427;RODA DE ACO ARO 22 LEVE PARALELA A;RODAS_PNEUS;67,0;368,54
PC003428;VIDRO LATERAL STD PARALELA A;CARROCERIA;2,0;481,87
PC003429;MANGOTE PNEUMATICO REFORCADO ORIGINAL;ARTICULACAO_5RODA;61,0;1814,36
PC003430;PARA-BRISA PESADO PARALELA B;CARROCERIA;3,0;214,79
PC003431;AMORTECEDOR DIANTEIRO PESADO PARALELA A;SUSPENSAO;5,0;269,95
PC003433;FILTRO DE AR MOTOR REFORCADO PARALELA B;FILTROS;7,0;48,57
PC003434;VALVULA TERMOSTATICA PESADO PARALELA B;ARREFECIMENTO;13,0;847,07
PC003435;CAMARA DE AR STD ORIGINAL;RODAS_PNEUS;30,0;631,09
PC003436;FEIXE DE MOLA REFORCADO ORIGINAL;SUSPENSAO;9,0;1087,43
PC003437;CORREIA DENTADA  PARALELA A;MOTOR;1,0;4750,6
PC003438;ROLAMENTO DE RODA LEVE PARALELA A;RODAS_PNEUS;60,0;71,05
PC003439;SINCRONIZADOR STD PARALELA A;TRANSMISSAO;0,0;3037,24
PC003441;MANGUEIRA DE FREIO AR  PARALELA B;FREIOS;19,0;181,39
PC003443;LONA DE FREIO STD ORIGINAL;FREIOS;3,0;227,15
PC003444;CRUZETA CARDAN REFORCADO ORIGINAL;TRANSMISSAO;35,0;4265,71
PC003445;PARA-CHOQUE DIANTEIRO PESADO PARALELA A;CARROCERIA;44,0;525,91
PC003446;VALVULA DE FREIO REFORCADO ORIGINAL;FREIOS;3,0;313,38
PC003447;FAROL DIANTEIRO LED LEVE ORIGINAL;ELETRICA;18,0;639,09
PC003448;BARRA ESTABILIZADORA LEVE ORIGINAL;SUSPENSAO;548,0;213,34
PC003450;FILTRO DE CABINE REFORCADO PARALELA B;FILTROS;3,0;59,23
PC003451;ENGATE DE REBOQUE REFORCADO ORIGINAL;ARTICULACAO_5RODA;13,0;1719,73
