Produto;Data;Quantidade;Valor Total;Categoria
Hon Every-Day® Chair Series Swivel Task Chairs;12/08/2009;5;627,64;Furniture
DAX Copper Panel Document Frame, 5 x 7 Size;12/08/2009;49;633,91;Furniture
APC 7 Outlet Network SurgeArrest Surge Protector;12/08/2009;3;239,03;Office Supplies
Avery Arch Ring Binders;12/08/2009;7;384,33;Office Supplies
Accessory28;12/08/2009;1;52,1;Technology
Bevis 36 x 72 Conference Tables;13/08/2009;15;1917,61;Furniture
Xerox 1983;13/08/2009;10;65,52;Office Supplies
Stanley Bostitch Contemporary Electric Pencil Sharpeners;14/08/2009;25;423,15;Office Supplies
282;14/08/2009;27;2762,86;Technology
2180;14/08/2009;15;2172,52;Technology
Ampad #10 Peel & Seel® Holiday Envelopes;14/08/2009;43;181,5;Office Supplies
3395;14/08/2009;46;3296,06;Technology
Kleencut® Forged Office Shears by Acme United Corporation;14/08/2009;43;92,63;Office Supplies
Xerox 1893;14/08/2009;31;1311,68;Office Supplies
Newell 307;14/08/2009;48;80,33;Office Supplies
Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black;14/08/2009;46;3412,08;Furniture
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";14/08/2009;47;5294,48;Furniture
Accessory34;14/08/2009;38;2773,03;Technology
80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;14/08/2009;18;157,85;Technology
Eldon® 200 Class Desk Accessories;14/08/2009;24;158,78;Furniture
GBC DocuBind 200 Manual Binding Machine;15/08/2009;5;2019,65;Office Supplies
Self-Adhesive Address Labels for Typewriters by Universal;15/08/2009;26;172,76;Office Supplies
Accessory37;15/08/2009;50;853,16;Technology
Accessory15;15/08/2009;21;397,73;Technology
Avery White Multi-Purpose Labels;15/08/2009;37;189,6;Office Supplies
Avery 494;15/08/2009;13;34,42;Office Supplies
Belkin F9M820V08 8 Outlet Surge;15/08/2009;42;1811,3;Office Supplies
DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;15/08/2009;48;460,69;Furniture
210 Trimline Phone, White;15/08/2009;27;451,52;Technology
Hot File® 7-Pocket, Floor Stand;15/08/2009;30;5290,57;Office Supplies
Fellowes Basic 104-Key Keyboard, Platinum;15/08/2009;22;482,37;Technology
Global Leather Task Chair, Black;15/08/2009;43;4095,76;Furniture
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;15/08/2009;24;324,97;Furniture
Xerox 216;15/08/2009;34;223,76;Office Supplies
Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;15/08/2009;17;14665,15;Furniture
Staples Copy Paper (20Lb. and 84 Bright);16/08/2009;18;93,26;Office Supplies
Hon 2111 Invitation Series Corner Table;16/08/2009;24;4276,1;Furniture
Novimex High-Tech Fabric Mesh Task Chair;16/08/2009;17;1210,72;Furniture
BOSTON® Ranger® #55 Pencil Sharpener, Black;16/08/2009;39;977,92;Office Supplies
Peel & Seel® Recycled Catalog Envelopes, Brown;16/08/2009;2;29,06;Office Supplies
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;16/08/2009;1;192,49;Furniture
White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;17/08/2009;47;1982,16;Office Supplies
Xerox 190;17/08/2009;11;59,03;Office Supplies
Wilson Jones Custom Binder Spines & Labels;18/08/2009;7;45,91;Office Supplies
Array® Memo Cubes;18/08/2009;23;123,15;Office Supplies
Sharp 1540cs Digital Laser Copier;18/08/2009;41;22319,58;Technology
Boston 16801 Nautilus Battery Pencil Sharpener;18/08/2009;15;330,24;Office Supplies
Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;18/08/2009;15;520,65;Office Supplies
DS/HD IBM Formatted Diskettes, 200/Pack - Staples;18/08/2009;5;244,9;Technology
5165;18/08/2009;34;5442,14;Technology
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";18/08/2009;50;820,52;Office Supplies
Desktop 3-Pocket Hot File®;19/08/2009;19;991,36;Office Supplies
3390;19/08/2009;19;1133,45;Technology
Memorex 4.7GB DVD-RAM, 3/Pack;19/08/2009;29;857,11;Technology
Wausau Papers Astrobrights® Colored Envelopes;19/08/2009;11;69,6;Office Supplies
Accessory35;19/08/2009;43;1279,51;Technology
Hanging Personal Folder File;20/08/2009;3;58,33;Office Supplies
Tennsco Double-Tier Lockers;20/08/2009;47;10377,22;Office Supplies
Ibico Covers for Plastic or Wire Binding Elements;20/08/2009;31;349,43;Office Supplies
CF 688;21/08/2009;8;994,23;Technology
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;21/08/2009;20;3878,49;Furniture
Tennsco Industrial Shelving;21/08/2009;43;2221,2;Office Supplies
Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags;21/08/2009;40;174,64;Office Supplies
Lexmark 4227 Plus Dot Matrix Printer;21/08/2009;14;24105,87;Technology
Office Star Flex Back Scooter Chair with Aluminum Finish Frame;21/08/2009;33;3537,84;Furniture
"Iceberg OfficeWorks 42"" Round Tables";22/08/2009;12;1755,3;Furniture
3390;22/08/2009;12;653,79;Technology
"Wirebound Service Call Books, 5 1/2"" x 4""";22/08/2009;1;10,94;Office Supplies
Xerox 1938;22/08/2009;40;2055,98;Office Supplies
Array® Memo Cubes;22/08/2009;10;56,91;Office Supplies
Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;22/08/2009;23;1256,29;Office Supplies
Keytronic 105-Key Spanish Keyboard;22/08/2009;43;3277,39;Technology
Global Leather & Oak Executive Chair, Burgundy;22/08/2009;50;7817,45;Furniture
BPI Conference Tables;23/08/2009;10;1597,37;Furniture
252;23/08/2009;31;1753,96;Technology
Hon 2111 Invitation Series Corner Table;23/08/2009;24;4636,62;Furniture
Hewlett-Packard 2600DN Business Color Inkjet Printer;23/08/2009;47;5750,94;Technology
Eldon Regeneration Recycled Desk Accessories, Smoke;23/08/2009;36;65,42;Furniture
Imation DVD-RAM discs;23/08/2009;16;587,88;Technology
Staples Copy Paper (20Lb. and 84 Bright);23/08/2009;20;100,11;Office Supplies
Bevis 36 x 72 Conference Tables;24/08/2009;2;240,24;Furniture
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";24/08/2009;14;877,47;Office Supplies
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";24/08/2009;27;217,93;Office Supplies
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac;24/08/2009;35;146,15;Office Supplies
Bretford Rectangular Conference Table Tops;24/08/2009;4;1614,97;Furniture
T28 WORLD;24/08/2009;12;2119,04;Technology
Xerox 1937;24/08/2009;7;345,37;Office Supplies
Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;25/08/2009;46;1634,17;Office Supplies
Ibico Laser Imprintable Binding System Covers;25/08/2009;47;2519,55;Office Supplies
Avery 494;25/08/2009;14;36,52;Office Supplies
Eldon® Gobal File Keepers;25/08/2009;10;150,33;Office Supplies
Tennsco Lockers, Gray;26/08/2009;45;947,66;Office Supplies
Hon GuestStacker Chair;26/08/2009;1;255,83;Furniture
Deluxe Rollaway Locking File with Drawer;26/08/2009;2;811,13;Office Supplies
Xerox 1985;26/08/2009;26;188,05;Office Supplies
Xerox 1893;27/08/2009;50;2066,16;Office Supplies
Xerox 1989;27/08/2009;15;81,66;Office Supplies
Xerox 1923;27/08/2009;50;343,0;Office Supplies
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;27/08/2009;19;3537,39;Furniture
Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad;27/08/2009;18;986,24;Technology
Hewlett-Packard 4.7GB DVD+R Discs;27/08/2009;31;262,54;Technology
AT&T Black Trimline Phone, Model 210;27/08/2009;12;190,73;Technology
600 Series Flip;27/08/2009;17;1332,97;Technology
Economy Binders;27/08/2009;16;33,76;Office Supplies
1726 Digital Answering Machine;28/08/2009;25;453,25;Technology
Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;28/08/2009;33;332,95;Furniture
Xerox 20;28/08/2009;41;291,16;Office Supplies
Coloredge Poster Frame;28/08/2009;9;123,92;Furniture
Hon 2111 Invitation Series Corner Table;28/08/2009;49;8058,96;Furniture
"Fiskars 8"" Scissors, 2/Pack";28/08/2009;16;273,36;Office Supplies
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;28/08/2009;19;3240,73;Furniture
Global Commerce Series High-Back Swivel/Tilt Chairs;29/08/2009;5;1548,45;Furniture
"Tensor ""Hersey Kiss"" Styled Floor Lamp";29/08/2009;3;56,07;Furniture
Avery 498;29/08/2009;12;33,43;Office Supplies
Newell 309;30/08/2009;27;305,48;Office Supplies
Fellowes EZ Multi-Media Keyboard;31/08/2009;35;1271,12;Technology
GBC Imprintable Covers;31/08/2009;25;265,75;Office Supplies
Prang Drawing Pencil Set;31/08/2009;6;18,02;Office Supplies
"Executive Impressions 13"" Clairmont Wall Clock";31/08/2009;2;42,3;Furniture
Fellowes Stor/Drawer® Steel Plus Storage Drawers;31/08/2009;5;515,22;Office Supplies
Serrated Blade or Curved Handle Hand Letter Openers;31/08/2009;17;58,5;Office Supplies
C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;31/08/2009;34;226,1;Office Supplies
Hewlett-Packard 4.7GB DVD+R Discs;31/08/2009;32;279,43;Technology
Regeneration Desk Collection;01/09/2009;50;87,44;Furniture
"Executive Impressions 14"" Contract Wall Clock";01/09/2009;21;441,7;Furniture
12-1/2 Diameter Round Wall Clock;01/09/2009;11;227,41;Furniture
Memo Book, 100 Message Capacity, 5 3/8 x 11;01/09/2009;32;209,42;Office Supplies
Bell Sonecor JB700 Caller ID;01/09/2009;41;277,07;Technology
Epson LQ-870 Dot Matrix Printer;01/09/2009;33;15464,01;Technology
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;01/09/2009;43;3832,24;Furniture
Xerox 1978;01/09/2009;1;11,35;Office Supplies
Quartet Alpha® White Chalk, 12/Pack;02/09/2009;46;100,6;Office Supplies
Prang Dustless Chalk Sticks;02/09/2009;38;65,12;Office Supplies
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;02/09/2009;31;11262,04;Furniture
Economy Rollaway Files;02/09/2009;6;958,06;Office Supplies
Avery Binder Labels;02/09/2009;2;14,75;Office Supplies
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";02/09/2009;35;205,87;Office Supplies
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";03/09/2009;49;541,47;Office Supplies
GE 4 Foot Flourescent Tube, 40 Watt;04/09/2009;22;338,52;Furniture
3M Organizer Strips;04/09/2009;8;50,7;Office Supplies
Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk;04/09/2009;5;25,27;Office Supplies
T60;04/09/2009;6;507,56;Technology
Riverside Furniture Stanwyck Manor Table Series;04/09/2009;43;9501,62;Furniture
Xerox 1907;04/09/2009;25;318,14;Office Supplies
2180;04/09/2009;50;7312,03;Technology
Bretford Rectangular Conference Table Tops;04/09/2009;39;15341,46;Furniture
Imation 3.5 IBM Diskettes, 10/Box;04/09/2009;10;90,06;Technology
Ibico Ibimaster 300 Manual Binding System;04/09/2009;37;14410,78;Office Supplies
300 Series Non-Flip;04/09/2009;48;6109,82;Technology
Xerox 1950;05/09/2009;33;194,09;Office Supplies
Newell 342;05/09/2009;39;132,79;Office Supplies
Okidata ML390 Turbo Dot Matrix Printers;05/09/2009;11;5155,35;Technology
Eldon Shelf Savers Cubes and Bins;05/09/2009;32;232,85;Office Supplies
Presstex Flexible Ring Binders;05/09/2009;28;128,69;Office Supplies
Newell 346;05/09/2009;16;45,57;Office Supplies
SAFCO Arco Folding Chair;05/09/2009;21;5482,18;Furniture
Accessory34;05/09/2009;43;3231,56;Technology
Avery® Durable Slant Ring Binders With Label Holder;06/09/2009;10;42,67;Office Supplies
SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;06/09/2009;27;8817,71;Furniture
Global High-Back Leather Tilter, Burgundy;06/09/2009;43;5041,46;Furniture
Xerox 224;06/09/2009;45;282,98;Office Supplies
Xerox 204;06/09/2009;17;108,11;Office Supplies
GBC Wire Binding Strips;06/09/2009;7;230,29;Office Supplies
Xerox 1896;06/09/2009;44;447,42;Office Supplies
Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;07/09/2009;28;517,91;Office Supplies
Cardinal Poly Pocket Divider Pockets for Ring Binders;07/09/2009;46;162,28;Office Supplies
Zebra Zazzle Fluorescent Highlighters;07/09/2009;16;95,9;Office Supplies
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;08/09/2009;38;212,57;Office Supplies
Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;08/09/2009;10;1469,48;Furniture
i470;08/09/2009;25;4279,24;Technology
Newell 309;08/09/2009;31;353,25;Office Supplies
Newell 346;09/09/2009;5;14,74;Office Supplies
Xerox 1903;10/09/2009;38;246,3;Office Supplies
6160;10/09/2009;14;1463,1;Technology
SAFCO Folding Chair Trolley;10/09/2009;24;3118,6;Furniture
Westinghouse Clip-On Gooseneck Lamps;11/09/2009;39;341,55;Furniture
Xerox 1996;11/09/2009;14;98,37;Office Supplies
Eldon® 200 Class Desk Accessories, Burgundy;11/09/2009;4;28,15;Furniture
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";11/09/2009;48;308,81;Office Supplies
Avery 479;11/09/2009;1;17,59;Office Supplies
Crate-A-Files;11/09/2009;40;460,68;Office Supplies
Bell Sonecor JB700 Caller ID;11/09/2009;49;318,76;Technology
Eldon® Gobal File Keepers;11/09/2009;37;558,77;Office Supplies
Avery Hanging File Binders;11/09/2009;21;125,79;Office Supplies
12 Colored Short Pencils;11/09/2009;36;100,68;Office Supplies
Avery 508;12/09/2009;19;88,4;Office Supplies
Staples® General Use 3-Ring Binders;12/09/2009;33;60,92;Office Supplies
Accessory4;12/09/2009;4;292,34;Technology
TimeportP7382;12/09/2009;48;8374,13;Technology
Carina Double Wide Media Storage Towers in Natural & Black;12/09/2009;4;345,57;Office Supplies
Avery Hanging File Binders;12/09/2009;40;259,83;Office Supplies
Tenex B1-RE Series Chair Mats for Low Pile Carpets;12/09/2009;8;387,17;Furniture
Xerox 1973;12/09/2009;34;840,07;Office Supplies
i270;13/09/2009;28;1560,62;Technology
Hot File® 7-Pocket, Floor Stand;13/09/2009;48;8295,29;Office Supplies
GBC Plastic Binding Combs;13/09/2009;17;142,94;Office Supplies
Xerox 216;13/09/2009;35;240,61;Office Supplies
Fellowes Recycled Storage Drawers;13/09/2009;17;1912,76;Office Supplies
Portfile® Personal File Boxes;13/09/2009;47;838,4;Office Supplies
KF 788;14/09/2009;6;250,38;Technology
"Linden® 12"" Wall Clock With Oak Frame";14/09/2009;26;936,95;Furniture
Bretford CR8500 Series Meeting Room Furniture;14/09/2009;4;1620,94;Furniture
StarTAC 7760;14/09/2009;29;1707,99;Technology
Staples Copy Paper (20Lb. and 84 Bright);14/09/2009;26;125,01;Office Supplies
Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus;14/09/2009;7;296,84;Technology
"Seth Thomas 14"" Putty-Colored Wall Clock";15/09/2009;49;1488,66;Furniture
Eldon Advantage® Foldable Chair Mats for Low Pile Carpets;15/09/2009;45;2544,73;Furniture
9-3/4 Diameter Round Wall Clock;15/09/2009;2;34,88;Furniture
Angle-D Binders with Locking Rings, Label Holders;15/09/2009;31;229,43;Office Supplies
Acco® Hot Clips Clips to Go;15/09/2009;25;81,76;Office Supplies
Laminate Occasional Tables;16/09/2009;6;907,24;Furniture
Fellowes PB300 Plastic Comb Binding Machine;16/09/2009;50;20175,48;Office Supplies
Brown Kraft Recycled Envelopes;16/09/2009;27;453,89;Office Supplies
Acme Galleria® Hot Forged Steel Scissors with Colored Handles;16/09/2009;10;156,15;Office Supplies
Storex DuraTech Recycled Plastic Frosted Binders;16/09/2009;26;110,14;Office Supplies
Okidata ML390 Turbo Dot Matrix Printers;16/09/2009;30;12600,99;Technology
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";16/09/2009;8;64,23;Office Supplies
Xerox 1995;16/09/2009;44;284,38;Office Supplies
Xerox 1982;16/09/2009;27;644,4;Office Supplies
Eldon Cleatmat® Chair Mats for Medium Pile Carpets;16/09/2009;8;507,74;Furniture
Master Giant Foot® Doorstop, Safety Yellow;17/09/2009;34;253,6;Furniture
3M Organizer Strips;17/09/2009;47;263,81;Office Supplies
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;17/09/2009;12;96,73;Office Supplies
Eldon Radial Chair Mat for Low to Medium Pile Carpets;17/09/2009;9;383,23;Furniture
Canon BP1200DH 12-Digit Bubble Jet Printing Calculator;17/09/2009;35;4186,53;Technology
Staples Surge Protector 6 outlet;17/09/2009;11;114,87;Office Supplies
688;17/09/2009;36;6057,27;Technology
Xerox 1908;18/09/2009;28;1642,05;Office Supplies
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack";18/09/2009;16;88,24;Technology
Eldon® 400 Class Desk Accessories, Black Carbon;18/09/2009;27;233,92;Furniture
Quality Park Security Envelopes;18/09/2009;28;739,94;Office Supplies
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;18/09/2009;30;1394,36;Office Supplies
Imation Neon Mac Format Diskettes, 10/Pack;19/09/2009;37;321,3;Technology
Acco 6 Outlet Guardian Premium Surge Suppressor;19/09/2009;7;104,2;Office Supplies
Brother DCP1000 Digital 3 in 1 Multifunction Machine;19/09/2009;11;3563,88;Technology
Xerox 23;19/09/2009;22;150,34;Office Supplies
80 Minute CD-R Spindle, 100/Pack - Staples;19/09/2009;17;705,85;Technology
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;19/09/2009;35;787,56;Office Supplies
Sanford 52201 APSCO Electric Pencil Sharpener;19/09/2009;11;455,88;Office Supplies
Fellowes 17-key keypad for PS/2 interface;19/09/2009;30;920,0;Technology
Letter or Legal Size Expandable Poly String Tie Envelopes;19/09/2009;43;112,63;Office Supplies
Avery White Multi-Purpose Labels;19/09/2009;6;28,39;Office Supplies
Fellowes 17-key keypad for PS/2 interface;19/09/2009;35;1142,36;Technology
Xerox 1976;20/09/2009;29;202,95;Office Supplies
Avery 498;20/09/2009;48;128,0;Office Supplies
V3682;20/09/2009;26;2753,19;Technology
DAX Wood Document Frame.;20/09/2009;46;605,97;Furniture
Avery 481;20/09/2009;41;129,49;Office Supplies
Xerox 1891;20/09/2009;5;252,66;Office Supplies
Avery 514;21/09/2009;23;66,09;Office Supplies
Acme Kleencut® Forged Steel Scissors;21/09/2009;16;96,04;Office Supplies
Hon 94000 Series Round Tables;22/09/2009;19;6070,96;Furniture
Avery 493;22/09/2009;20;92,94;Office Supplies
Accessory21;23/09/2009;39;706,39;Technology
Imation Neon Mac Format Diskettes, 10/Pack;23/09/2009;16;130,11;Technology
Fellowes Mighty 8 Compact Surge Protector;23/09/2009;29;575,36;Office Supplies
Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;23/09/2009;15;4012,58;Office Supplies
Xerox 1893;23/09/2009;31;1295,54;Office Supplies
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;23/09/2009;32;1929,19;Office Supplies
Tennsco Industrial Shelving;24/09/2009;22;1132,54;Office Supplies
Novimex Turbo Task Chair;24/09/2009;44;3021,64;Furniture
Park Ridge Embossed Executive Business Envelopes;24/09/2009;2;45,64;Office Supplies
Advantus Map Pennant Flags and Round Head Tacks;24/09/2009;11;43,25;Office Supplies
Angle-D Binders with Locking Rings, Label Holders;24/09/2009;45;338,85;Office Supplies
Lock-Up Easel 'Spel-Binder';24/09/2009;10;268,18;Office Supplies
StarTAC 7760;24/09/2009;9;477,05;Technology
Belkin 107-key enhanced keyboard, USB/PS/2 interface;24/09/2009;9;157,63;Technology
Bionaire Personal Warm Mist Humidifier/Vaporizer;25/09/2009;37;1601,24;Office Supplies
Sauder Forest Hills Library, Woodland Oak Finish;25/09/2009;8;1217,62;Furniture
Euro Pro Shark Stick Mini Vacuum;25/09/2009;33;1935,17;Office Supplies
"Acme® 8"" Straight Scissors";25/09/2009;40;501,31;Office Supplies
Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS;25/09/2009;27;812,68;Technology
Talkabout T8367;25/09/2009;32;1725,03;Technology
Tensor Computer Mounted Lamp;25/09/2009;1;27,96;Furniture
Lifetime Advantage Folding Chairs, 4/Carton;25/09/2009;41;9312,52;Furniture
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack";25/09/2009;43;220,47;Technology
Accessory17;25/09/2009;2;63,43;Technology
Hewlett-Packard Deskjet 6122 Color Inkjet Printer;25/09/2009;16;3083,04;Technology
Bevis 36 x 72 Conference Tables;26/09/2009;47;6181,48;Furniture
Microsoft Natural Multimedia Keyboard;26/09/2009;36;1841,6;Technology
Xerox 1936;26/09/2009;26;539,66;Office Supplies
Eldon Executive Woodline II Cherry Finish Desk Accessories;26/09/2009;6;247,15;Furniture
