Produto;EstoqueAtual;CustoUnitario;Fornecedor
PC003093;7,0;175,53;Não informado
PC003094;3,0;579,45;Não informado
PC003095;10,0;1259,47;Não informado
PC003096;4,0;5837,25;Não informado
PC003097;1,0;2632,32;Não informado
PC003098;41,0;2446,04;Não informado
PC003099;1,0;413,46;Não informado
PC003101;120,0;320,4;Não informado
PC003102;171,0;756,45;Não informado
PC003103;6,0;204,78;Não informado
PC003104;2,0;350,37;Não informado
PC003105;73,0;62,68;Não informado
PC003106;1,0;798,09;Não informado
PC003107;6,0;821,57;Não informado
PC003108;3,0;344,81;Não informado
PC003109;49,0;1092,18;Não informado
PC003110;11,0;911,9;Não informado
PC003111;30,0;808,07;Não informado
PC003112;31,0;44,44;Não informado
PC003113;3,0;40,63;Não informado
PC003114;5,0;542,89;Não informado
PC003115;35,0;292,03;Não informado
PC003116;33,0;423,12;Não informado
PC003117;344,0;6092,31;Não informado
PC003118;57,0;592,05;Não informado
PC003119;292,0;1695,84;Não informado
PC003120;37,0;337,94;Não informado
PC003121;2,0;345,39;Não informado
PC003123;5,0;237,39;Não informado
PC003124;1,0;4916,17;Não informado
PC003125;2,0;793,62;Não informado
PC003126;12,0;167,14;Não informado
PC003127;1,0;716,83;Não informado
PC003128;3,0;941,55;Não informado
PC003129;26,0;157,79;Não informado
PC003130;4,0;100,13;Não informado
PC003131;24,0;2215,95;Não informado
PC003132;31,0;7841,07;Não informado
PC003133;1,0;127,33;Não informado
PC003134;103,0;2653,09;Não informado
PC003135;15,0;623,75;Não informado
PC003136;4,0;258,4;Não informado
PC003137;43,0;3503,13;Não informado
PC003138;79,0;721,38;Não informado
PC003139;31,0;327,09;Não informado
PC003140;3,0;4314,51;Não informado
PC003141;19,0;2392,95;Não informado
PC003142;661,0;928,96;Não informado
PC003145;15,0;694,42;Não informado
PC003146;2,0;357,79;Não informado
PC003147;1,0;541,32;Não informado
PC003148;5,0;173,88;Não informado
PC003150;22,0;842,69;Não informado
PC003151;51,0;695,72;Não informado
PC003152;1,0;659,85;Não informado
PC003153;39,0;1717,59;Não informado
PC003154;15,0;768,79;Não informado
PC003155;51,0;613,7;Não informado
PC003156;8,0;2549,49;Não informado
PC003157;42,0;541,32;Não informado
PC003158;21,0;1025,7;Não informado
PC003159;108,0;1613,52;Não informado
PC003160;3,0;6707,65;Não informado
PC003161;2,0;2984,91;Não informado
PC003162;27,0;1550,89;Não informado
PC003163;17,0;98,14;Não informado
PC003164;10,0;166,98;Não informado
PC003165;10,0;212,79;Não informado
PC003166;62,0;86,54;Não informado
PC003167;1,0;177,87;Não informado
PC003168;5,0;682,12;Não informado
PC003169;41,0;29,74;Não informado
PC003170;10,0;538,43;Não informado
PC003171;2,0;376,91;Não informado
PC003172;12,0;239,26;Não informado
PC003173;946,0;509,2;Não informado
PC003174;2,0;48,81;Não informado
PC003175;14,0;203,7;Não informado
PC003176;1,0;38,38;Não informado
PC003177;22,0;59,38;Não informado
PC003178;3,0;572,29;Não informado
PC003179;43,0;1129,95;Não informado
PC003180;46,0;488,35;Não informado
PC003181;9,0;2384,59;Não informado
PC003182;3,0;966,3;Não informado
PC003183;1,0;362,84;Não informado
PC003184;1,0;317,75;Não informado
PC003186;13,0;128,35;Não informado
PC003187;4,0;275,03;Não informado
PC003189;5,0;431,36;Não informado
PC003190;136,0;184,69;Não informado
PC003191;7,0;827,99;Não informado
PC003192;4,0;158,97;Não informado
PC003193;16,0;946,1;Não informado
PC003194;9,0;80,99;Não informado
PC003195;6,0;2406,91;Não informado
PC003196;35,0;4241,18;Não informado
PC003197;17,0;94,66;Não informado
PC003198;6,0;966,21;Não informado
PC003199;12,0;190,65;Não informado
PC003200;8,0;897,15;Não informado
PC003201;68,0;2320,11;Não informado
PC003202;62,0;2085,57;Não informado
PC003204;5,0;7983,33;Não informado
PC003205;71,0;569,06;Não informado
PC003206;7,0;973,75;Não informado
PC003207;7,0;4201,52;Não informado
PC003208;1,0;1493,49;Não informado
PC003209;23,0;763,11;Não informado
PC003210;10,0;1128,39;Não informado
PC003211;3,0;312,2;Não informado
PC003212;68,0;280,3;Não informado
PC003213;12,0;3860,7;Não informado
PC003214;3,0;1435,33;Não informado
PC003215;100,0;1391,76;Não informado
PC003216;1,0;1159,9;Não informado
PC003217;13,0;3775,14;Não informado
PC003218;4,0;976,55;Não informado
PC003219;1,0;217,0;Não informado
PC003220;14,0;2646,55;Não informado
PC003221;6,0;315,71;Não informado
PC003222;469,0;255,25;Não informado
PC003223;30,0;1757,6;Não informado
PC003224;14,0;2924,8;Não informado
PC003225;53,0;4306,14;Não informado
PC003226;27,0;1115,87;Não informado
PC003227;18,0;583,8;Não informado
PC003228;1,0;432,37;Não informado
PC003229;19,0;227,93;Não informado
PC003230;119,0;1087,8;Não informado
PC003231;33,0;526,1;Não informado
PC003233;1,0;77,64;Não informado
PC003234;10,0;669,95;Não informado
PC003235;8,0;1353,36;Não informado
PC003236;4,0;992,09;Não informado
PC003237;36,0;847,36;Não informado
PC003239;100,0;1027,68;Não informado
PC003240;78,0;68,69;Não informado
PC003241;9,0;78,4;Não informado
PC003242;1,0;518,46;Não informado
PC003243;5,0;1399,89;Não informado
PC003244;82,0;824,23;Não informado
PC003245;1,0;3682,56;Não informado
PC003246;12,0;1540,31;Não informado
PC003247;11,0;4176,03;Não informado
PC003248;125,0;762,09;Não informado
PC003249;12,0;158,51;Não informado
PC003252;3,0;2239,6;Não informado
PC003253;3,0;94,87;Não informado
PC003256;78,0;761,47;Não informado
PC003257;3,0;728,0;Não informado
PC003258;98,0;61,58;Não informado
PC003259;25,0;1885,73;Não informado
PC003260;2,0;1122,79;Não informado
PC003261;27,0;181,0;Não informado
PC003262;69,0;4700,63;Não informado
PC003263;3,0;801,04;Não informado
PC003264;5,0;185,79;Não informado
PC003265;6,0;950,83;Não informado
PC003266;26,0;2614,2;Não informado
PC003267;37,0;121,94;Não informado
PC003268;3,0;3565,86;Não informado
PC003269;43,0;1203,36;Não informado
PC003270;265,0;312,97;Não informado
PC003271;10,0;3507,55;Não informado
PC003272;4,0;134,55;Não informado
PC003273;28,0;644,14;Não informado
PC003274;70,0;322,69;Não informado
PC003275;5,0;98,27;Não informado
PC003276;24,0;187,27;Não informado
PC003277;39,0;1500,62;Não informado
PC003278;83,0;821,13;Não informado
PC003279;94,0;108,47;Não informado
PC003280;17,0;202,95;Não informado
PC003281;1,0;1295,62;Não informado
PC003282;12,0;636,06;Não informado
PC003283;6,0;675,85;Não informado
PC003284;11,0;5489,28;Não informado
PC003286;52,0;982,33;Não informado
PC003287;28,0;2217,55;Não informado
PC003288;41,0;1414,46;Não informado
PC003289;6,0;2515,17;Não informado
PC003290;19,0;4325,68;Não informado
PC003291;34,0;927,8;Não informado
PC003292;23,0;93,98;Não informado
PC003293;8,0;377,78;Não informado
PC003294;4,0;434,85;Não informado
PC003295;1,0;85,04;Não informado
PC003296;8,0;426,71;Não informado
PC003297;94,0;84,11;Não informado
PC003298;2,0;354,67;Não informado
PC003299;28,0;905,42;Não informado
PC003300;61,0;497,41;Não informado
PC003301;7,0;2942,17;Não informado
PC003302;7,0;291,7;Não informado
PC003305;5,0;80,87;Não informado
PC003306;6,0;800,41;Não informado
PC003307;324,0;884,23;Não informado
PC003308;62,0;1005,19;Não informado
PC003309;19,0;2094,81;Não informado
PC003310;7,0;98,19;Não informado
PC003311;30,0;3346,46;Não informado
PC003312;3,0;597,53;Não informado
PC003313;5,0;79,03;Não informado
PC003314;73,0;109,24;Não informado
PC003315;4,0;208,55;Não informado
PC003316;9,0;7595,06;Não informado
PC003317;6,0;806,17;Não informado
PC003318;26,0;241,11;Não informado
PC003320;87,0;570,21;Não informado
PC003321;6,0;1224,72;Não informado
PC003322;228,0;18,24;Não informado
PC003323;63,0;2559,11;Não informado
PC003324;6,0;1312,14;Não informado
PC003325;2,0;130,83;Não informado
PC003326;21,0;5282,79;Não informado
PC003327;6,0;1097,44;Não informado
PC003328;5,0;396,75;Não informado
PC003329;1,0;6308,25;Não informado
PC003330;32,0;4867,18;Não informado
PC003331;38,0;243,01;Não informado
PC003332;12,0;6596,04;Não informado
PC003334;90,0;82,89;Não informado
PC003335;23,0;2161,09;Não informado
PC003336;37,0;1531,71;Não informado
PC003337;95,0;779,96;Não informado
PC003338;15,0;935,56;Não informado
PC003339;33,0;696,68;Não informado
PC003340;5,0;94,26;Não informado
PC003341;5,0;6765,54;Não informado
PC003343;14,0;1216,56;Não informado
PC003344;64,0;131,86;Não informado
PC003345;1,0;1577,46;Não informado
PC003346;40,0;988,2;Não informado
PC003347;3,0;523,33;Não informado
PC003348;33,0;4237,42;Não informado
PC003349;14,0;683,39;Não informado
PC003350;5,0;514,94;Não informado
PC003352;5,0;2662,39;Não informado
PC003353;158,0;1068,43;Não informado
PC003354;12,0;1182,92;Não informado
PC003355;26,0;884,38;Não informado
PC003356;1,0;134,35;Não informado
PC003357;2,0;248,76;Não informado
PC003358;4,0;533,57;Não informado
PC003359;6,0;754,34;Não informado
PC003360;25,0;395,84;Não informado
PC003361;22,0;73,74;Não informado
PC003362;4,0;498,82;Não informado
PC003363;6,0;1320,97;Não informado
PC003364;40,0;104,14;Não informado
PC003365;68,0;2954,23;Não informado
PC003366;18,0;123,96;Não informado
PC003367;3,0;670,12;Não informado
PC003368;6,0;45,36;Não informado
PC003369;9,0;19,82;Não informado
PC003370;3,0;333,03;Não informado
PC003371;29,0;148,82;Não informado
PC003372;18,0;485,44;Não informado
PC003373;6,0;2482,78;Não informado
PC003374;27,0;1654,3;Não informado
PC003375;2,0;1610,23;Não informado
PC003376;8,0;317,35;Não informado
PC003377;34,0;429,96;Não informado
PC003378;10,0;63,2;Não informado
PC003379;24,0;364,47;Não informado
PC003380;14,0;6315,1;Não informado
PC003381;44,0;103,03;Não informado
PC003382;50,0;171,73;Não informado
PC003383;1,0;430,96;Não informado
PC003384;2,0;1217,97;Não informado
PC003385;1,0;147,36;Não informado
PC003387;40,0;338,84;Não informado
PC003388;3,0;7584,24;Não informado
PC003389;55,0;366,93;Não informado
PC003390;9,0;1622,35;Não informado
PC003391;17,0;415,98;Não informado
PC003392;13,0;1091,36;Não informado
PC003393;26,0;3120,87;Não informado
PC003394;33,0;816,51;Não informado
PC003395;1,0;203,07;Não informado
PC003396;40,0;6930,54;Não informado
PC003397;25,0;2088,77;Não informado
PC003398;7,0;588,41;Não informado
PC003399;29,0;1470,15;Não informado
PC003400;6,0;919,98;Não informado
PC003401;4,0;181,08;Não informado
PC003402;6,0;69,44;Não informado
PC003403;4,0;485,14;Não informado
PC003404;31,0;335,13;Não informado
PC003405;57,0;2023,16;Não informado
PC003406;2,0;764,27;Não informado
PC003407;77,0;388,22;Não informado
PC003408;6,0;596,34;Não informado
PC003409;11,0;4089,95;Não informado
PC003410;14,0;839,69;Não informado
PC003411;4,0;574,74;Não informado
PC003412;13,0;1584,99;Não informado
PC003413;6,0;515,55;Não informado
PC003414;11,0;130,34;Não informado
PC003415;9,0;1945,34;Não informado
PC003416;8,0;1266,6;Não informado
PC003417;35,0;5620,57;Não informado
PC003418;267,0;3729,15;Não informado
PC003419;13,0;854,01;Não informado
PC003420;30,0;216,33;Não informado
PC003421;6,0;317,81;Não informado
PC003422;43,0;1336,0;Não informado
PC003423;16,0;1797,6;Não informado
PC003424;4,0;586,62;Não informado
PC003425;9,0;74,03;Não informado
PC003426;21,0;276,32;Não informado
PC003427;67,0;368,54;Não informado
PC003428;2,0;481,87;Não informado
PC003429;61,0;1814,36;Não informado
PC003430;3,0;214,79;Não informado
PC003431;5,0;269,95;Não informado
PC003433;7,0;48,57;Não informado
PC003434;13,0;847,07;Não informado
PC003435;30,0;631,09;Não informado
PC003436;9,0;1087,43;Não informado
PC003437;1,0;4750,6;Não informado
PC003438;60,0;71,05;Não informado
PC003439;0,0;3037,24;Não informado
PC003441;19,0;181,39;Não informado
PC003443;3,0;227,15;Não informado
PC003444;35,0;4265,71;Não informado
PC003445;44,0;525,91;Não informado
PC003446;3,0;313,38;Não informado
PC003447;18,0;639,09;Não informado
PC003448;548,0;213,34;Não informado
PC003450;3,0;59,23;Não informado
PC003451;13,0;1719,73;Não informado
PC003452;45,0;2274,13;Não informado
PC003453;1,0;68,37;Não informado
PC003454;45,0;3260,07;Não informado
PC003455;204,0;808,56;Não informado
PC003456;2,0;265,06;Não informado
PC003457;369,0;4362,59;Não informado
PC003458;82,0;1619,02;Não informado
PC003459;6,0;92,55;Não informado
PC003460;2,0;5023,79;Não informado
PC003461;11,0;1379,12;Não informado
PC003462;1,0;951,85;Não informado
PC003463;9,0;4564,1;Não informado
PC003464;112,0;1735,72;Não informado
PC003465;70,0;748,12;Não informado
PC003466;3,0;1101,08;Não informado
PC003467;60,0;524,32;Não informado
PC003468;2,0;221,06;Não informado
PC003470;6,0;171,4;Não informado
PC003471;9,0;1264,8;Não informado
PC003473;5,0;2711,91;Não informado
PC003474;1,0;617,57;Não informado
PC003475;26,0;958,92;Não informado
PC003476;13,0;2077,8;Não informado
PC003477;9,0;675,75;Não informado
PC003478;39,0;227,61;Não informado
PC003480;7,0;4041,31;Não informado
PC003481;2,0;1312,67;Não informado
PC003482;1,0;6429,29;Não informado
PC003483;9,0;1439,71;Não informado
PC003484;5,0;79,85;Não informado
PC003485;4,0;386,78;Não informado
PC003486;19,0;79,0;Não informado
PC003487;66,0;792,79;Não informado
PC003488;5,0;366,11;Não informado
PC003489;1,0;72,58;Não informado
PC003490;9,0;313,77;Não informado
PC003491;7,0;1774,32;Não informado
PC003492;1,0;894,53;Não informado
PC003494;5,0;741,43;Não informado
PC003495;51,0;625,52;Não informado
PC003496;54,0;27,37;Não informado
PC003497;15,0;117,85;Não informado
PC003498;1,0;596,27;Não informado
PC003499;140,0;199,87;Não informado
PC003500;2,0;122,34;Não informado
PC003501;324,0;2590,42;Não informado
PC003502;29,0;728,72;Não informado
PC003504;91,0;104,94;Não informado
PC003505;116,0;68,56;Não informado
PC003506;5,0;59,47;Não informado
PC003507;8,0;366,96;Não informado
PC003508;843,0;6034,88;Não informado
PC003509;6,0;47,72;Não informado
PC003510;15,0;150,27;Não informado
PC003511;3,0;1228,21;Não informado
PC003512;26,0;592,69;Não informado
PC003513;5,0;575,72;Não informado
PC003514;0,0;109,3;Não informado
PC003515;4,0;2848,03;Não informado
PC003516;3,0;424,48;Não informado
PC003517;2,0;80,65;Não informado
PC003518;11,0;2920,86;Não informado
PC003519;56,0;667,25;Não informado
PC003520;8,0;817,73;Não informado
PC003521;5,0;4564,55;Não informado
PC003522;30,0;3498,0;Não informado
PC003523;8,0;85,37;Não informado
PC003524;14,0;1016,14;Não informado
PC003525;9,0;643,93;Não informado
PC003526;1,0;803,03;Não informado
PC003527;1,0;282,26;Não informado
PC003528;1,0;1182,8;Não informado
PC003529;115,0;145,46;Não informado
PC003530;6,0;380,07;Não informado
PC003531;324,0;101,01;Não informado
PC003532;7,0;71,37;Não informado
PC003533;10,0;4943,94;Não informado
PC003534;4,0;711,11;Não informado
PC003535;4,0;424,65;Não informado
PC003536;6,0;1503,13;Não informado
PC003537;40,0;2214,56;Não informado
PC003538;3,0;179,96;Não informado
PC003539;22,0;937,48;Não informado
PC003540;18,0;3664,35;Não informado
PC003541;112,0;478,41;Não informado
PC003542;2,0;998,24;Não informado
PC003543;11,0;730,63;Não informado
PC003544;34,0;7279,94;Não informado
PC003545;1,0;1652,99;Não informado
PC003546;22,0;3893,64;Não informado
PC003547;5,0;247,88;Não informado
PC003548;5,0;79,16;Não informado
PC003549;16,0;108,93;Não informado
PC003550;9,0;1481,45;Não informado
PC003551;254,0;1208,9;Não informado
PC003552;12,0;360,72;Não informado
PC003553;0,0;49,68;Não informado
PC003554;3,0;750,85;Não informado
PC003555;36,0;1579,36;Não informado
PC003556;2,0;92,84;Não informado
PC003557;6,0;2340,03;Não informado
PC003559;0,0;486,76;Não informado
PC003560;4,0;41,25;Não informado
PC003561;104,0;35,89;Não informado
PC003562;93,0;462,35;Não informado
PC003563;28,0;1630,97;Não informado
PC003564;10,0;355,37;Não informado
PC003565;7,0;1498,32;Não informado
PC003566;11,0;966,37;Não informado
PC003567;18,0;5199,27;Não informado
PC003568;15,0;261,27;Não informado
PC003569;37,0;174,65;Não informado
PC003570;4,0;125,81;Não informado
PC003571;10,0;202,2;Não informado
PC003572;30,0;2783,69;Não informado
PC003573;1,0;295,75;Não informado
PC003575;4,0;1405,1;Não informado
PC003576;4,0;121,84;Não informado
PC003577;437,0;642,59;Não informado
PC003578;59,0;79,12;Não informado
PC003579;11,0;2050,93;Não informado
PC003580;20,0;4168,65;Não informado
PC003581;9,0;351,84;Não informado
PC003582;2,0;3965,66;Não informado
PC003583;7,0;775,72;Não informado
PC003584;12,0;270,86;Não informado
PC003585;10,0;1864,82;Não informado
PC003586;1,0;3753,69;Não informado
PC003587;63,0;292,53;Não informado
PC003588;0,0;6115,7;Não informado
PC003589;8,0;1650,34;Não informado
PC003590;66,0;436,88;Não informado
PC003591;5,0;4969,58;Não informado
PC003592;4,0;175,28;Não informado
PC003593;9,0;240,8;Não informado
PC003594;163,0;788,41;Não informado
PC003595;2,0;240,61;Não informado
PC003596;28,0;104,13;Não informado
PC003597;7,0;2342,76;Não informado
PC003598;5,0;376,58;Não informado
PC003600;11,0;1097,92;Não informado
PC003601;5,0;3925,24;Não informado
PC003602;2,0;166,85;Não informado
PC003603;6,0;307,3;Não informado
PC003604;27,0;6195,49;Não informado
PC003605;77,0;801,58;Não informado
PC003606;8,0;519,82;Não informado
PC003607;56,0;2438,99;Não informado
PC003608;4,0;4286,26;Não informado
PC003609;64,0;1331,14;Não informado
PC003610;76,0;4318,71;Não informado
PC003611;13,0;693,09;Não informado
PC003612;10,0;240,45;Não informado
PC003613;9,0;228,88;Não informado
PC003614;401,0;963,0;Não informado
PC003615;39,0;403,76;Não informado
PC003616;5,0;80,49;Não informado
PC003617;1,0;76,84;Não informado
PC003618;11,0;865,88;Não informado
PC003619;33,0;837,79;Não informado
PC003620;5,0;599,92;Não informado
PC003621;67,0;1185,2;Não informado
PC003622;1,0;678,39;Não informado
PC003623;42,0;1018,49;Não informado
