Produto;EstoqueAtual;CustoUnitario;Fornecedor;Filial
PC000448;19;378,45;Fornecedor Alfa;Loja Sul
PC000449;39;425,52;Fornecedor Delta;Loja Sul
PC000450;44;310,0;Fornecedor Alfa;Loja Sul
PC000451;93;227,75;Fornecedor Delta;Loja Sul
PC000452;25;281,09;Fornecedor Delta;Loja Sul
PC000453;34;392,06;Fornecedor Alfa;Loja Sul
PC000454;39;260,21;Fornecedor Beta;Loja Sul
PC000455;9;21,43;Fornecedor Gamma;Loja Sul
PC000456;20;419,48;Fornecedor Alfa;Loja Sul
PC000457;48;312,77;Fornecedor Gamma;Loja Sul
PC000458;9;307,02;Fornecedor Alfa;Loja Sul
PC000459;32;103,33;Fornecedor Gamma;Loja Sul
PC000460;35;299,23;Fornecedor Beta;Loja Sul
PC000461;14;182,09;Fornecedor Beta;Loja Sul
PC000462;46;295,84;Fornecedor Alfa;Loja Sul
PC000463;7;55,11;Fornecedor Delta;Loja Sul
PC000464;74;298,77;Fornecedor Gamma;Loja Sul
PC000465;48;449,74;Fornecedor Delta;Loja Sul
PC000466;14;29,31;Fornecedor Delta;Loja Sul
PC000467;32;439,91;Fornecedor Delta;Loja Sul
PC000468;17;187,85;Fornecedor Beta;Loja Sul
PC000469;70;392,87;Fornecedor Alfa;Loja Sul
PC000470;19;353,81;Fornecedor Alfa;Loja Sul
PC000471;81;258,62;Fornecedor Beta;Loja Sul
PC000472;69;334,39;Fornecedor Beta;Loja Sul
PC000473;21;396,3;Fornecedor Alfa;Loja Sul
PC000474;61;186,63;Fornecedor Delta;Loja Sul
PC000475;45;152,55;Fornecedor Gamma;Loja Sul
PC000476;15;303,08;Fornecedor Gamma;Loja Sul
PC000477;52;365,07;Fornecedor Gamma;Loja Sul
PC000478;30;344,93;Fornecedor Delta;Loja Sul
PC000479;10;360,63;Fornecedor Alfa;Loja Sul
PC000480;48;200,53;Fornecedor Beta;Loja Sul
PC000481;25;369,48;Fornecedor Alfa;Loja Sul
PC000482;31;61,13;Fornecedor Delta;Loja Sul
PC000483;13;248,66;Fornecedor Beta;Loja Sul
PC000484;37;10,55;Fornecedor Delta;Loja Sul
PC000485;139;151,47;Fornecedor Gamma;Loja Sul
PC000486;54;169,98;Fornecedor Gamma;Loja Sul
PC000487;105;183,11;Fornecedor Delta;Loja Sul
PC000488;33;315,4;Fornecedor Beta;Loja Sul
PC000489;69;179,74;Fornecedor Beta;Loja Sul
PC000490;28;206,32;Fornecedor Alfa;Loja Sul
PC000491;11;112,99;Fornecedor Gamma;Loja Sul
PC000492;32;172,98;Fornecedor Alfa;Loja Sul
PC000493;19;108,45;Fornecedor Alfa;Loja Sul
PC000494;38;40,35;Fornecedor Delta;Loja Sul
PC000495;18;274,72;Fornecedor Delta;Loja Sul
PC000496;17;303,35;Fornecedor Alfa;Loja Sul
PC000497;19;281,81;Fornecedor Gamma;Loja Sul
PC000498;19;212,86;Fornecedor Delta;Loja Sul
PC000499;46;175,87;Fornecedor Alfa;Loja Sul
PC000500;42;389,59;Fornecedor Alfa;Loja Sul
PC000501;33;237,43;Fornecedor Alfa;Loja Sul
PC000502;59;219,8;Fornecedor Alfa;Loja Sul
PC000503;47;19,33;Fornecedor Alfa;Loja Sul
PC000504;59;158,83;Fornecedor Alfa;Loja Sul
PC000505;13;176,05;Fornecedor Delta;Loja Sul
PC000506;23;184,28;Fornecedor Gamma;Loja Sul
PC000507;56;264,44;Fornecedor Alfa;Loja Sul
PC000508;30;243,85;Fornecedor Beta;Loja Sul
PC000509;14;276,69;Fornecedor Delta;Loja Sul
PC000510;30;346,08;Fornecedor Delta;Loja Sul
PC000511;10;367,34;Fornecedor Alfa;Loja Sul
PC000512;68;325,41;Fornecedor Delta;Loja Sul
PC000513;28;430,34;Fornecedor Alfa;Loja Sul
PC000514;30;16,06;Fornecedor Gamma;Loja Sul
PC000515;34;94,53;Fornecedor Gamma;Loja Sul
PC000516;15;11,34;Fornecedor Delta;Loja Sul
PC000517;19;294,18;Fornecedor Delta;Loja Sul
PC000518;40;404,93;Fornecedor Beta;Loja Sul
PC000519;89;115,62;Fornecedor Delta;Loja Sul
PC000520;23;417,75;Fornecedor Beta;Loja Sul
PC000521;61;34,64;Fornecedor Gamma;Loja Sul
PC000522;5;421,02;Fornecedor Gamma;Loja Sul
PC000523;30;163,42;Fornecedor Alfa;Loja Sul
PC000524;47;52,83;Fornecedor Gamma;Loja Sul
PC000525;41;222,76;Fornecedor Beta;Loja Sul
PC000526;36;121,5;Fornecedor Delta;Loja Sul
PC000527;23;133,91;Fornecedor Alfa;Loja Sul
PC000528;35;143,82;Fornecedor Beta;Loja Sul
PC000529;72;362,94;Fornecedor Delta;Loja Sul
PC000530;27;246,31;Fornecedor Alfa;Loja Sul
PC000531;37;145,6;Fornecedor Gamma;Loja Sul
PC000532;33;277,77;Fornecedor Beta;Loja Sul
PC000533;11;324,54;Fornecedor Delta;Loja Sul
PC000534;55;128,5;Fornecedor Alfa;Loja Sul
PC000535;55;190,79;Fornecedor Alfa;Loja Sul
PC000536;98;61,87;Fornecedor Gamma;Loja Sul
PC000537;7;88,07;Fornecedor Delta;Loja Sul
PC000538;33;309,05;Fornecedor Gamma;Loja Sul
PC000539;18;88,2;Fornecedor Gamma;Loja Sul
PC000540;75;240,12;Fornecedor Delta;Loja Sul
PC000541;88;321,4;Fornecedor Delta;Loja Sul
PC000542;32;55,24;Fornecedor Delta;Loja Sul
PC000543;109;258,75;Fornecedor Beta;Loja Sul
PC000544;35;121,4;Fornecedor Delta;Loja Sul
PC000545;51;433,61;Fornecedor Alfa;Loja Sul
PC000546;48;221,73;Fornecedor Gamma;Loja Sul
PC000547;49;364,25;Fornecedor Beta;Loja Sul
PC000548;107;251,2;Fornecedor Delta;Loja Sul
PC000549;10;27,19;Fornecedor Beta;Loja Sul
PC000550;15;287,85;Fornecedor Delta;Loja Sul
PC000551;52;428,52;Fornecedor Beta;Loja Sul
PC000552;50;273,91;Fornecedor Gamma;Loja Sul
PC000553;16;370,08;Fornecedor Gamma;Loja Sul
PC000554;3;398,82;Fornecedor Alfa;Loja Sul
PC000555;36;108,81;Fornecedor Alfa;Loja Sul
PC000556;32;101,72;Fornecedor Delta;Loja Sul
PC000557;79;278,05;Fornecedor Gamma;Loja Sul
PC000558;11;189,67;Fornecedor Beta;Loja Sul
PC000559;15;379,22;Fornecedor Beta;Loja Sul
PC000560;14;405,81;Fornecedor Beta;Loja Sul
PC000561;45;164,21;Fornecedor Alfa;Loja Sul
PC000562;15;112,7;Fornecedor Beta;Loja Sul
PC000563;40;352,99;Fornecedor Alfa;Loja Sul
PC000564;16;129,46;Fornecedor Alfa;Loja Sul
PC000565;21;371,6;Fornecedor Delta;Loja Sul
PC000566;14;195,29;Fornecedor Beta;Loja Sul
PC000567;2;303,06;Fornecedor Beta;Loja Sul
PC000568;85;50,23;Fornecedor Gamma;Loja Sul
PC000569;27;283,75;Fornecedor Delta;Loja Sul
PC000570;90;207,68;Fornecedor Gamma;Loja Sul
PC000571;70;267,28;Fornecedor Delta;Loja Sul
PC000572;32;82,26;Fornecedor Beta;Loja Sul
PC000573;34;333,7;Fornecedor Alfa;Loja Sul
PC000574;102;389,36;Fornecedor Alfa;Loja Sul
PC000575;35;103,8;Fornecedor Alfa;Loja Sul
PC000576;12;50,31;Fornecedor Alfa;Loja Sul
PC000577;33;18,45;Fornecedor Alfa;Loja Sul
PC000578;20;291,75;Fornecedor Gamma;Loja Sul
PC000579;52;276,34;Fornecedor Delta;Loja Sul
PC000580;6;249,64;Fornecedor Beta;Loja Sul
PC000581;67;110,52;Fornecedor Gamma;Loja Sul
PC000582;36;180,78;Fornecedor Delta;Loja Sul
PC000583;47;270,76;Fornecedor Alfa;Loja Sul
PC000584;28;227,57;Fornecedor Delta;Loja Sul
PC000585;28;444,6;Fornecedor Delta;Loja Sul
PC000586;42;68,31;Fornecedor Alfa;Loja Sul
PC000587;28;315,25;Fornecedor Alfa;Loja Sul
PC000588;53;186,71;Fornecedor Alfa;Loja Sul
PC000589;49;197,26;Fornecedor Beta;Loja Sul
PC000590;80;325,18;Fornecedor Alfa;Loja Sul
PC000591;42;314,06;Fornecedor Beta;Loja Sul
PC000592;20;446,14;Fornecedor Alfa;Loja Sul
PC000593;38;64,75;Fornecedor Beta;Loja Sul
PC000594;12;54,02;Fornecedor Delta;Loja Sul
PC000595;27;328,16;Fornecedor Gamma;Loja Sul
PC000596;27;263,65;Fornecedor Delta;Loja Sul
PC000597;49;129,18;Fornecedor Delta;Loja Sul
PC000598;18;43,1;Fornecedor Alfa;Loja Sul
PC000599;73;45,86;Fornecedor Beta;Loja Sul
PC000600;23;403,23;Fornecedor Gamma;Loja Sul
PC000601;18;92,81;Fornecedor Alfa;Loja Sul
PC000602;35;150,93;Fornecedor Alfa;Loja Sul
PC000603;66;108,18;Fornecedor Alfa;Loja Sul
PC000604;21;164,91;Fornecedor Delta;Loja Sul
PC000605;22;38,69;Fornecedor Beta;Loja Sul
PC000606;25;237,42;Fornecedor Beta;Loja Sul
PC000607;50;37,88;Fornecedor Gamma;Loja Sul
PC000608;7;361,76;Fornecedor Beta;Loja Sul
PC000609;26;111,3;Fornecedor Beta;Loja Sul
PC000610;24;246,69;Fornecedor Alfa;Loja Sul
PC000611;8;396,99;Fornecedor Alfa;Loja Sul
PC000612;19;295,69;Fornecedor Delta;Loja Sul
PC000613;76;243,57;Fornecedor Alfa;Loja Sul
PC000614;34;151,36;Fornecedor Alfa;Loja Sul
PC000615;22;155,19;Fornecedor Alfa;Loja Sul
PC000616;29;303,91;Fornecedor Alfa;Loja Sul
PC000617;75;447,41;Fornecedor Delta;Loja Sul
PC000618;41;300,53;Fornecedor Alfa;Loja Sul
PC000619;14;254,54;Fornecedor Gamma;Loja Sul
PC000620;25;330,95;Fornecedor Gamma;Loja Sul
PC000621;11;213,62;Fornecedor Gamma;Loja Sul
PC000622;4;34,58;Fornecedor Gamma;Loja Sul
PC000623;79;256,54;Fornecedor Alfa;Loja Sul
PC000624;19;431,27;Fornecedor Gamma;Loja Sul
PC000625;35;85,48;Fornecedor Alfa;Loja Sul
PC000626;58;312,98;Fornecedor Delta;Loja Sul
PC000627;105;96,81;Fornecedor Gamma;Loja Sul
PC000628;16;244,84;Fornecedor Beta;Loja Sul
PC000629;43;50,73;Fornecedor Gamma;Loja Sul
PC000630;42;207,06;Fornecedor Gamma;Loja Sul
PC000631;15;342,22;Fornecedor Alfa;Loja Sul
PC000632;23;161,63;Fornecedor Gamma;Loja Sul
PC000633;5;301,89;Fornecedor Beta;Loja Sul
PC000634;23;359,59;Fornecedor Alfa;Loja Sul
PC000635;60;417,81;Fornecedor Alfa;Loja Sul
PC000636;105;111,71;Fornecedor Delta;Loja Sul
PC000637;13;184,5;Fornecedor Delta;Loja Sul
PC000638;43;75,37;Fornecedor Gamma;Loja Sul
PC000639;85;446,68;Fornecedor Delta;Loja Sul
PC000640;30;417,73;Fornecedor Delta;Loja Sul
PC000641;13;246,66;Fornecedor Delta;Loja Sul
PC000642;30;380,18;Fornecedor Alfa;Loja Sul
PC000643;95;238,26;Fornecedor Alfa;Loja Sul
PC000644;6;283,62;Fornecedor Alfa;Loja Sul
PC000645;41;47,39;Fornecedor Delta;Loja Sul
PC000646;14;341,83;Fornecedor Alfa;Loja Sul
PC000647;13;64,45;Fornecedor Delta;Loja Sul
PC000648;74;373,12;Fornecedor Alfa;Loja Sul
PC000649;33;353,66;Fornecedor Alfa;Loja Sul
PC000650;48;321,27;Fornecedor Beta;Loja Sul
PC000651;40;23,98;Fornecedor Gamma;Loja Sul
PC000652;76;141,98;Fornecedor Delta;Loja Sul
PC000653;8;124,3;Fornecedor Beta;Loja Sul
PC000654;79;167,18;Fornecedor Alfa;Loja Sul
PC000655;70;46,74;Fornecedor Delta;Loja Sul
PC000656;43;422,14;Fornecedor Alfa;Loja Sul
PC000657;26;252,78;Fornecedor Gamma;Loja Sul
PC000658;27;143,04;Fornecedor Beta;Loja Sul
PC000659;34;183,47;Fornecedor Gamma;Loja Sul
PC000660;10;205,66;Fornecedor Beta;Loja Sul
PC000661;52;273,46;Fornecedor Alfa;Loja Sul
PC000662;60;235,93;Fornecedor Gamma;Loja Sul
PC000663;37;414,37;Fornecedor Gamma;Loja Sul
PC000664;5;227,66;Fornecedor Alfa;Loja Sul
PC000665;34;446,53;Fornecedor Gamma;Loja Sul
PC000666;146;384,33;Fornecedor Delta;Loja Sul
PC000667;68;100,16;Fornecedor Beta;Loja Sul
PC000668;74;419,32;Fornecedor Beta;Loja Sul
PC000669;118;59,43;Fornecedor Beta;Loja Sul
PC000670;34;369,31;Fornecedor Delta;Loja Sul
PC000671;21;176,24;Fornecedor Beta;Loja Sul
PC000672;16;396,06;Fornecedor Alfa;Loja Sul
PC000673;52;391,68;Fornecedor Gamma;Loja Sul
PC000674;19;364,22;Fornecedor Delta;Loja Sul
PC000675;50;357,19;Fornecedor Beta;Loja Sul
PC000676;105;142,67;Fornecedor Alfa;Loja Sul
PC000677;34;43,77;Fornecedor Gamma;Loja Sul
PC000678;21;186,12;Fornecedor Gamma;Loja Sul
PC000679;40;84,7;Fornecedor Delta;Loja Sul
PC000680;59;315,17;Fornecedor Delta;Loja Sul
PC000681;107;160,98;Fornecedor Delta;Loja Sul
PC000682;40;439,22;Fornecedor Alfa;Loja Sul
PC000683;53;291,31;Fornecedor Alfa;Loja Sul
PC000684;26;371,54;Fornecedor Delta;Loja Sul
PC000685;32;66,58;Fornecedor Beta;Loja Sul
PC000686;41;389,01;Fornecedor Gamma;Loja Sul
PC000687;80;415,86;Fornecedor Gamma;Loja Sul
PC000688;21;223,28;Fornecedor Alfa;Loja Sul
PC000689;17;275,96;Fornecedor Gamma;Loja Sul
PC000690;68;346,05;Fornecedor Beta;Loja Sul
PC000691;98;85,28;Fornecedor Gamma;Loja Sul
PC000692;124;230,13;Fornecedor Alfa;Loja Sul
PC000693;23;184,21;Fornecedor Alfa;Loja Sul
PC000694;14;72,7;Fornecedor Beta;Loja Sul
PC000695;55;170,45;Fornecedor Beta;Loja Sul
PC000696;83;38,13;Fornecedor Gamma;Loja Sul
PC000697;68;19,41;Fornecedor Gamma;Loja Sul
PC000698;27;67,74;Fornecedor Alfa;Loja Sul
PC000699;57;433,7;Fornecedor Beta;Loja Sul
PC000700;75;250,89;Fornecedor Beta;Loja Sul
PC000701;63;434,89;Fornecedor Beta;Loja Sul
PC000702;59;199,16;Fornecedor Gamma;Loja Sul
PC000703;7;145,82;Fornecedor Beta;Loja Sul
PC000704;60;231,71;Fornecedor Alfa;Loja Sul
PC000705;27;202,26;Fornecedor Alfa;Loja Sul
PC000706;6;54,7;Fornecedor Gamma;Loja Sul
PC000707;34;291,25;Fornecedor Delta;Loja Sul
PC000708;47;103,49;Fornecedor Gamma;Loja Sul
PC000709;80;281,86;Fornecedor Delta;Loja Sul
PC000710;43;295,39;Fornecedor Beta;Loja Sul
PC000711;56;75,19;Fornecedor Gamma;Loja Sul
PC000712;40;35,12;Fornecedor Alfa;Loja Sul
PC000713;64;353,1;Fornecedor Beta;Loja Sul
PC000714;19;211,23;Fornecedor Alfa;Loja Sul
PC000715;10;33,71;Fornecedor Beta;Loja Sul
PC000716;17;447,73;Fornecedor Gamma;Loja Sul
PC000717;51;33,54;Fornecedor Delta;Loja Sul
PC000718;65;315,21;Fornecedor Beta;Loja Sul
PC000719;25;442,79;Fornecedor Delta;Loja Sul
PC000720;9;113,72;Fornecedor Beta;Loja Sul
PC000721;19;70,87;Fornecedor Alfa;Loja Sul
PC000722;14;61,65;Fornecedor Alfa;Loja Sul
PC000723;14;142,05;Fornecedor Beta;Loja Sul
PC000724;83;52,66;Fornecedor Delta;Loja Sul
PC000725;57;313,94;Fornecedor Gamma;Loja Sul
PC000726;8;35,53;Fornecedor Gamma;Loja Sul
PC000727;21;233,16;Fornecedor Alfa;Loja Sul
PC000728;4;448,54;Fornecedor Gamma;Loja Sul
PC000729;22;367,77;Fornecedor Alfa;Loja Sul
PC000730;24;279,93;Fornecedor Gamma;Loja Sul
PC000731;44;143,36;Fornecedor Beta;Loja Sul
PC000732;5;283,76;Fornecedor Alfa;Loja Sul
PC000733;43;240,95;Fornecedor Alfa;Loja Sul
PC000734;16;196,33;Fornecedor Beta;Loja Sul
PC000735;8;65,77;Fornecedor Alfa;Loja Sul
PC000736;15;399,88;Fornecedor Gamma;Loja Sul
PC000737;42;206,8;Fornecedor Gamma;Loja Sul
PC000738;16;94,02;Fornecedor Alfa;Loja Sul
PC000739;32;170,55;Fornecedor Gamma;Loja Sul
PC000740;65;191,05;Fornecedor Delta;Loja Sul
PC000741;106;373,77;Fornecedor Alfa;Loja Sul
PC000742;30;332,26;Fornecedor Beta;Loja Sul
PC000743;50;348,03;Fornecedor Delta;Loja Sul
PC000744;68;12,88;Fornecedor Alfa;Loja Sul
PC000745;123;191,94;Fornecedor Beta;Loja Sul
PC000746;29;220,75;Fornecedor Gamma;Loja Sul
PC000747;24;16,48;Fornecedor Beta;Loja Sul
PC000748;35;122,84;Fornecedor Delta;Loja Sul
PC000749;54;344,05;Fornecedor Gamma;Loja Sul
PC000750;60;68,6;Fornecedor Alfa;Loja Sul
PC000751;68;244,61;Fornecedor Gamma;Loja Sul
PC000752;42;103,12;Fornecedor Alfa;Loja Sul
PC000753;24;13,36;Fornecedor Alfa;Loja Sul
PC000754;33;114,61;Fornecedor Beta;Loja Sul
PC000755;36;439,34;Fornecedor Beta;Loja Sul
PC000756;22;362,28;Fornecedor Beta;Loja Sul
PC000757;36;432,13;Fornecedor Delta;Loja Sul
PC000758;17;223,63;Fornecedor Delta;Loja Sul
PC000759;26;56,5;Fornecedor Beta;Loja Sul
PC000760;55;250,2;Fornecedor Delta;Loja Sul
PC000761;23;208,83;Fornecedor Gamma;Loja Sul
PC000762;41;381,21;Fornecedor Gamma;Loja Sul
PC000763;43;51,35;Fornecedor Delta;Loja Sul
PC000764;87;223,8;Fornecedor Delta;Loja Sul
PC000765;32;74,32;Fornecedor Gamma;Loja Sul
PC000766;12;151,51;Fornecedor Alfa;Loja Sul
PC000767;60;333,91;Fornecedor Gamma;Loja Sul
PC000768;15;218,4;Fornecedor Gamma;Loja Sul
PC000769;67;174,14;Fornecedor Delta;Loja Sul
PC000770;35;182,36;Fornecedor Gamma;Loja Sul
PC000771;63;211,08;Fornecedor Delta;Loja Sul
PC000772;71;354,98;Fornecedor Delta;Loja Sul
PC000773;24;402,3;Fornecedor Beta;Loja Sul
PC000774;30;430,26;Fornecedor Gamma;Loja Sul
PC000775;76;355,81;Fornecedor Alfa;Loja Sul
PC000776;26;147,41;Fornecedor Beta;Loja Sul
PC000777;45;312,16;Fornecedor Delta;Loja Sul
PC000778;16;201,42;Fornecedor Delta;Loja Sul
PC000779;13;120,56;Fornecedor Alfa;Loja Sul
PC000780;42;379,67;Fornecedor Delta;Loja Sul
PC000781;15;24,98;Fornecedor Gamma;Loja Sul
PC000782;55;406,58;Fornecedor Beta;Loja Sul
PC000783;12;211,97;Fornecedor Delta;Loja Sul
PC000784;21;289,64;Fornecedor Delta;Loja Sul
PC000785;54;299,43;Fornecedor Alfa;Loja Sul
PC000786;16;403,64;Fornecedor Gamma;Loja Sul
PC000787;47;289,41;Fornecedor Delta;Loja Sul
PC000788;28;279,36;Fornecedor Alfa;Loja Sul
PC000789;13;37,46;Fornecedor Delta;Loja Sul
PC000790;18;237,14;Fornecedor Alfa;Loja Sul
PC000791;4;74,37;Fornecedor Alfa;Loja Sul
PC000792;110;333,95;Fornecedor Gamma;Loja Sul
PC000793;14;234,4;Fornecedor Delta;Loja Sul
PC000794;27;308,66;Fornecedor Gamma;Loja Sul
PC000795;37;26,42;Fornecedor Alfa;Loja Sul
PC000796;94;45,48;Fornecedor Beta;Loja Sul
PC000797;15;324,61;Fornecedor Delta;Loja Sul
PC000798;25;39,86;Fornecedor Beta;Loja Sul
PC000799;35;39,5;Fornecedor Delta;Loja Sul
PC000800;11;13,35;Fornecedor Gamma;Loja Sul
PC000801;17;430,77;Fornecedor Gamma;Loja Sul
PC000802;34;333,98;Fornecedor Gamma;Loja Sul
PC000803;6;164,14;Fornecedor Gamma;Loja Sul
PC000804;25;139,07;Fornecedor Gamma;Loja Sul
PC000805;64;162,57;Fornecedor Beta;Loja Sul
PC000806;31;350,4;Fornecedor Gamma;Loja Sul
PC000807;21;300,33;Fornecedor Alfa;Loja Sul
PC000808;19;89,86;Fornecedor Alfa;Loja Sul
PC000809;48;84,96;Fornecedor Beta;Loja Sul
PC000810;52;51,49;Fornecedor Delta;Loja Sul
PC000811;16;299,85;Fornecedor Alfa;Loja Sul
PC000812;12;345,85;Fornecedor Delta;Loja Sul
PC000813;51;125,15;Fornecedor Beta;Loja Sul
PC000814;69;17,26;Fornecedor Delta;Loja Sul
PC000815;13;44,32;Fornecedor Delta;Loja Sul
PC000816;26;435,79;Fornecedor Delta;Loja Sul
PC000817;14;138,59;Fornecedor Delta;Loja Sul
PC000818;21;348,0;Fornecedor Beta;Loja Sul
PC000819;17;284,1;Fornecedor Alfa;Loja Sul
PC000820;85;176,82;Fornecedor Gamma;Loja Sul
PC000821;73;98,91;Fornecedor Delta;Loja Sul
PC000822;2;61,65;Fornecedor Alfa;Loja Sul
PC000823;31;279,84;Fornecedor Alfa;Loja Sul
PC000824;26;350,39;Fornecedor Beta;Loja Sul
PC000825;46;292,61;Fornecedor Alfa;Loja Sul
PC000826;13;242,39;Fornecedor Beta;Loja Sul
PC000827;83;26,54;Fornecedor Delta;Loja Sul
PC000828;98;436,07;Fornecedor Delta;Loja Sul
PC000829;83;361,03;Fornecedor Gamma;Loja Sul
PC000830;73;137,43;Fornecedor Gamma;Loja Sul
PC000831;24;441,15;Fornecedor Gamma;Loja Sul
PC000832;54;274,03;Fornecedor Alfa;Loja Sul
PC000833;10;265,43;Fornecedor Delta;Loja Sul
PC000834;15;338,65;Fornecedor Beta;Loja Sul
PC000835;29;366,8;Fornecedor Gamma;Loja Sul
PC000836;88;298,16;Fornecedor Beta;Loja Sul
PC000837;32;64,62;Fornecedor Beta;Loja Sul
PC000838;14;157,51;Fornecedor Gamma;Loja Sul
PC000839;80;418,21;Fornecedor Delta;Loja Sul
PC000840;47;107,28;Fornecedor Gamma;Loja Sul
PC000841;48;172,5;Fornecedor Beta;Loja Sul
PC000842;50;198,98;Fornecedor Gamma;Loja Sul
PC000843;49;202,22;Fornecedor Beta;Loja Sul
PC000844;31;278,92;Fornecedor Beta;Loja Sul
PC000845;12;424,84;Fornecedor Gamma;Loja Sul
PC000846;42;114,39;Fornecedor Alfa;Loja Sul
PC000847;58;61,7;Fornecedor Gamma;Loja Sul
PC000848;18;95,28;Fornecedor Alfa;Loja Sul
PC000849;32;400,02;Fornecedor Beta;Loja Sul
PC000850;26;293,45;Fornecedor Beta;Loja Sul
PC000851;40;134,37;Fornecedor Alfa;Loja Sul
PC000852;30;368,65;Fornecedor Beta;Loja Sul
PC000853;56;388,73;Fornecedor Alfa;Loja Sul
PC000854;28;382,16;Fornecedor Alfa;Loja Sul
PC000855;14;414,17;Fornecedor Beta;Loja Sul
PC000856;31;119,49;Fornecedor Delta;Loja Sul
PC000857;30;341,73;Fornecedor Alfa;Loja Sul
PC000858;0;211,56;Fornecedor Gamma;Loja Sul
PC000859;12;380,16;Fornecedor Gamma;Loja Sul
PC000860;27;329,99;Fornecedor Beta;Loja Sul
PC000861;62;351,19;Fornecedor Delta;Loja Sul
PC000862;30;298,02;Fornecedor Beta;Loja Sul
PC000863;67;86,42;Fornecedor Delta;Loja Sul
PC000864;30;248,9;Fornecedor Alfa;Loja Sul
PC000865;56;443,22;Fornecedor Alfa;Loja Sul
PC000866;38;422,33;Fornecedor Alfa;Loja Sul
PC000867;81;27,08;Fornecedor Alfa;Loja Sul
PC000868;23;80,85;Fornecedor Gamma;Loja Sul
PC000869;10;66,22;Fornecedor Gamma;Loja Sul
PC000870;50;328,88;Fornecedor Beta;Loja Sul
PC000871;183;369,46;Fornecedor Delta;Loja Sul
PC000872;58;102,37;Fornecedor Alfa;Loja Sul
PC000873;17;231,59;Fornecedor Alfa;Loja Sul
PC000874;47;379,59;Fornecedor Delta;Loja Sul
PC000875;23;331,9;Fornecedor Delta;Loja Sul
PC000876;23;247,67;Fornecedor Beta;Loja Sul
PC000877;32;268,93;Fornecedor Delta;Loja Sul
PC000878;79;232,7;Fornecedor Alfa;Loja Sul
PC000879;26;139,52;Fornecedor Alfa;Loja Sul
PC000880;39;257,74;Fornecedor Alfa;Loja Sul
PC000881;66;312,49;Fornecedor Alfa;Loja Sul
PC000882;18;394,01;Fornecedor Alfa;Loja Sul
PC000883;45;289,24;Fornecedor Beta;Loja Sul
PC000884;30;344,42;Fornecedor Alfa;Loja Sul
PC000885;54;78,75;Fornecedor Beta;Loja Sul
PC000886;13;212,01;Fornecedor Alfa;Loja Sul
PC000887;15;12,12;Fornecedor Gamma;Loja Sul
PC000888;41;117,03;Fornecedor Gamma;Loja Sul
PC000889;49;329,1;Fornecedor Gamma;Loja Sul
PC000890;13;446,38;Fornecedor Gamma;Loja Sul
PC000891;33;51,84;Fornecedor Beta;Loja Sul
PC000892;16;185,46;Fornecedor Beta;Loja Sul
PC000893;44;361,63;Fornecedor Delta;Loja Sul
PC000894;47;98,18;Fornecedor Alfa;Loja Sul
PC000895;33;253,35;Fornecedor Gamma;Loja Sul
PC000896;66;332,02;Fornecedor Beta;Loja Sul
PC000897;27;280,27;Fornecedor Alfa;Loja Sul
PC000898;34;91,11;Fornecedor Alfa;Loja Sul
PC000899;35;165,08;Fornecedor Beta;Loja Sul
PC000900;38;354,44;Fornecedor Gamma;Loja Sul
PC000901;36;252,97;Fornecedor Delta;Loja Sul
PC000902;36;10,31;Fornecedor Alfa;Loja Sul
PC000903;47;344,36;Fornecedor Delta;Loja Sul
PC000904;17;23,61;Fornecedor Gamma;Loja Sul
PC000905;18;337,61;Fornecedor Gamma;Loja Sul
PC000906;70;97,5;Fornecedor Delta;Loja Sul
PC000907;33;431,47;Fornecedor Gamma;Loja Sul
PC000908;76;170,63;Fornecedor Alfa;Loja Sul
PC000909;38;152,5;Fornecedor Delta;Loja Sul
PC000910;49;73,81;Fornecedor Gamma;Loja Sul
PC000911;28;143,08;Fornecedor Delta;Loja Sul
PC000912;52;395,48;Fornecedor Alfa;Loja Sul
PC000913;13;448,38;Fornecedor Gamma;Loja Sul
PC000914;40;170,79;Fornecedor Alfa;Loja Sul
PC000915;9;206,29;Fornecedor Gamma;Loja Sul
PC000916;48;327,16;Fornecedor Beta;Loja Sul
PC000917;94;399,7;Fornecedor Gamma;Loja Sul
PC000918;42;270,13;Fornecedor Delta;Loja Sul
PC000919;62;181,05;Fornecedor Gamma;Loja Sul
PC000920;7;190,38;Fornecedor Alfa;Loja Sul
PC000921;52;315,46;Fornecedor Alfa;Loja Sul
PC000922;15;9,42;Fornecedor Gamma;Loja Sul
PC000923;19;281,86;Fornecedor Delta;Loja Sul
PC000924;50;165,13;Fornecedor Beta;Loja Sul
PC000925;8;359,04;Fornecedor Delta;Loja Sul
PC000926;60;49,1;Fornecedor Beta;Loja Sul
PC000927;62;267,99;Fornecedor Alfa;Loja Sul
PC000928;23;220,59;Fornecedor Delta;Loja Sul
PC000929;61;291,91;Fornecedor Beta;Loja Sul
PC000930;15;36,67;Fornecedor Gamma;Loja Sul
PC000931;69;264,35;Fornecedor Alfa;Loja Sul
PC000932;53;256,18;Fornecedor Gamma;Loja Sul
PC000933;12;255,81;Fornecedor Alfa;Loja Sul
PC000934;7;274,74;Fornecedor Delta;Loja Sul
PC000935;44;307,0;Fornecedor Delta;Loja Sul
PC000936;27;363,81;Fornecedor Alfa;Loja Sul
