Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;CapitalParado
PC000610;Não informado;E;Baixa;1,0;1,0;29,3;55;100;15;12,44;4,71;🔴 Comprar agora;2,0;154,69;372,48;154,69
PC000268;Não informado;E;Baixa;2,0;1,0;61,3;55;100;15;5,95;4,71;🟢 OK;0,0;76,52;0,0;153,04
PC007485;Não informado;E;Média;1,0;1,5;19,6;55;100;15;18,58;4,71;🔴 Comprar agora;4,0;152,0;621,83;152,0
PC009375;Não informado;E;Baixa;1,0;1,0;29,4;55;100;15;12,41;4,71;🔴 Comprar agora;2,0;150,3;360,62;150,3
PC005725;Não informado;E;Baixa;1,0;1,6;18,5;55;100;15;19,73;4,71;🔴 Comprar agora;4,0;145,37;640,27;145,37
PC004263;Não informado;E;Baixa;1,0;1,0;29,5;55;100;15;12,38;4,71;🔴 Comprar agora;2,0;143,65;343,52;143,65
PC006394;Não informado;E;Baixa;2,0;1,0;61,9;55;100;15;5,9;4,71;🟢 OK;0,0;71,19;0,0;142,38
PC001256;Não informado;E;Baixa;2,0;1,9;31,7;55;100;15;11,53;4,71;🔴 Comprar agora;4,0;70,31;303,64;140,62
PC004214;Não informado;E;Baixa;2,0;1,0;59,3;55;100;15;6,16;4,71;🟢 OK;0,0;68,55;0,0;137,1
PC009458;Não informado;E;Baixa;2,0;0,9;65,1;55;100;15;5,61;4,71;🟢 OK;0,0;68,33;0,0;136,66
PC006312;Não informado;E;Baixa;3,0;1,8;51,3;55;100;15;7,12;4,71;🔴 Comprar agora;3,0;44,97;128,19;134,91
PC007155;Não informado;E;Baixa;2,0;1,6;38,2;55;100;15;9,54;4,71;🔴 Comprar agora;3,0;66,59;215,07;133,18
PC009353;Não informado;E;Baixa;1,0;1,3;22,7;55;100;15;16,06;4,71;🔴 Comprar agora;3,0;132,72;451,27;132,72
PC000882;Não informado;E;Baixa;3,0;1,4;66,1;55;100;15;5,52;4,71;🟢 OK;0,0;43,61;0,0;130,82999999999998
PC003898;Não informado;E;Baixa;2,0;1,0;61,9;55;100;15;5,9;4,71;🟢 OK;0,0;65,04;0,0;130,08
PC006940;Não informado;E;Baixa;1,0;1,6;18,5;55;100;15;19,72;4,71;🔴 Comprar agora;4,0;129,91;572,11;129,91
PC001714;Não informado;E;Baixa;2,0;1,0;62,4;55;100;15;5,85;4,71;🟢 OK;0,0;64,72;0,0;129,44
PC009407;Não informado;E;Baixa;1,0;1,0;29,0;55;100;15;12,59;4,71;🔴 Comprar agora;2,0;127,36;311,88;127,36
PC003133;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,5;4,71;🔴 Comprar agora;2,0;127,33;308,63;127,33
PC009103;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,78;4,71;🚨 RUPTURA IMINENTE;6,0;125,85;728,72;125,85
PC008499;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,31;4,71;🔴 Comprar agora;6,0;121,58;688,32;121,58
PC007736;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,85;4,71;🚨 RUPTURA IMINENTE;6,0;120,51;699,83;120,51
PC004858;Não informado;E;Baixa;2,0;1,3;46,3;55;100;15;7,88;4,71;🔴 Comprar agora;2,0;58,39;135,26;116,78
PC009129;Não informado;E;Baixa;2,0;1,8;33,7;55;100;15;10,82;4,71;🔴 Comprar agora;4,0;58,22;228,62;116,44
PC000498;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;24,03;4,71;🔴 Comprar agora;6,0;114,97;641,9;114,97
PC000848;Não informado;E;Baixa;1,0;1,0;28,8;55;100;15;12,67;4,71;🔴 Comprar agora;2,0;113,11;279,54;113,11
PC005921;Não informado;E;Baixa;3,0;1,0;88,1;55;100;15;4,14;4,71;🟢 OK;0,0;37,65;0,0;112,94999999999999
PC005129;Não informado;E;Baixa;1,0;1,6;18,8;55;100;15;19,36;4,71;🔴 Comprar agora;4,0;112,91;486,11;112,91
PC007922;Não informado;E;Baixa;1,0;1,6;19,0;55;100;15;19,24;4,71;🔴 Comprar agora;4,0;111,38;475,74;111,38
PC007666;Não informado;E;Baixa;1,0;1,0;29,5;55;100;15;12,36;4,71;🔴 Comprar agora;2,0;107,41;256,39;107,41
PC000609;Não informado;E;Baixa;1,0;0,9;32,5;55;100;15;11,22;4,71;🔴 Comprar agora;2,0;103,17;214,09;103,17
PC003174;Não informado;E;Baixa;2,0;0,9;64,6;55;100;15;5,65;4,71;🟢 OK;0,0;48,81;0,0;97,62
PC002786;Não informado;E;Baixa;2,0;1,0;58,1;55;100;15;6,28;4,71;🟢 OK;0,0;48,64;0,0;97,28
PC007794;Não informado;E;Baixa;1,0;1,0;28,7;55;100;15;12,7;4,71;🔴 Comprar agora;2,0;96,66;239,71;96,66
PC007644;Não informado;E;Baixa;1,0;1,6;19,1;55;100;15;19,14;4,71;🔴 Comprar agora;4,0;94,19;399,7;94,19
PC004466;Não informado;E;Baixa;1,0;1,0;28,8;55;100;15;12,69;4,71;🔴 Comprar agora;2,0;93,87;232,44;93,87
PC000378;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;2,0;93,11;219,1;93,11
PC000690;Não informado;E;Baixa;3,0;1,6;55,1;55;100;15;6,62;4,71;🟢 OK;0,0;31,01;0,0;93,03
PC007158;Não informado;E;Baixa;1,0;1,0;31,0;55;100;15;11,79;4,71;🔴 Comprar agora;2,0;89,31;199,08;89,31
PC000488;Não informado;E;Baixa;3,0;1,6;57,3;55;100;15;6,37;4,71;🟢 OK;0,0;29,56;0,0;88,67999999999999
PC002217;Não informado;E;Baixa;3,0;1,3;71,1;55;100;15;5,14;4,71;🟢 OK;0,0;28,86;0,0;86,58
PC003295;Não informado;E;Média;1,0;1,7;18,0;55;100;15;20,3;4,71;🔴 Comprar agora;5,0;85,04;387,84;85,04
PC009821;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,28;4,71;🔴 Comprar agora;2,0;84,04;198,6;84,04
PC005992;Não informado;E;Baixa;2,0;1,9;31,7;55;100;15;11,51;4,71;🔴 Comprar agora;4,0;41,33;177,89;82,66
PC002267;Não informado;E;Baixa;1,0;1,9;15,5;55;100;15;23,5;4,71;🔴 Comprar agora;5,0;82,52;448,83;82,52
PC006586;Não informado;E;Baixa;1,0;1,0;30,2;55;100;15;12,09;4,71;🔴 Comprar agora;2,0;81,3;188,04;81,3
PC001249;Não informado;E;Baixa;1,0;1,0;28,8;55;100;15;12,67;4,71;🔴 Comprar agora;2,0;80,5;199,02;80,5
PC003233;Não informado;E;Baixa;1,0;0,9;33,3;55;100;15;10,98;4,71;🔴 Comprar agora;2,0;77,64;155,83;77,64
PC001832;Não informado;E;Baixa;2,0;1,5;39,1;55;100;15;9,32;4,71;🔴 Comprar agora;3,0;38,1;118,44;76,2
PC002490;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,85;4,71;🚨 RUPTURA IMINENTE;6,0;74,42;432,27;74,42
PC003489;Não informado;E;Baixa;1,0;1,0;31,1;55;100;15;11,73;4,71;🔴 Comprar agora;2,0;72,58;160,66;72,58
PC002766;Não informado;E;Baixa;1,0;1,0;28,9;55;100;15;12,63;4,71;🔴 Comprar agora;2,0;71,68;176,3;71,68
PC006696;Não informado;E;Baixa;1,0;2,0;15,1;55;100;15;24,14;4,71;🔴 Comprar agora;6,0;71,29;400,24;71,29
PC003453;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;23,94;4,71;🔴 Comprar agora;6,0;68,37;380,15;68,37
PC006352;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,49;4,71;🔴 Comprar agora;2,0;64,53;156,21;64,53
PC006269;Não informado;E;Baixa;1,0;0,9;31,7;55;100;15;11,52;4,71;🔴 Comprar agora;2,0;62,58;135,02;62,58
PC001146;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,26;4,71;🔴 Comprar agora;2,0;62,52;147,44;62,52
PC006939;Não informado;E;Baixa;1,0;1,0;30,3;55;100;15;12,05;4,71;🔴 Comprar agora;2,0;62,16;143,02;62,16
PC002418;Não informado;E;Baixa;2,0;2,0;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;5,0;29,91;142,02;59,82
PC007282;Não informado;E;Baixa;1,0;0,9;32,9;55;100;15;11,09;4,71;🔴 Comprar agora;2,0;58,91;120,14;58,91
PC000435;Não informado;E;Baixa;1,0;2,0;15,1;55;100;15;24,22;4,71;🔴 Comprar agora;6,0;58,33;328,8;58,33
PC000331;Não informado;E;Baixa;1,0;0,9;32,3;55;100;15;11,31;4,71;🔴 Comprar agora;2,0;56,67;118,94;56,67
PC009782;Não informado;E;Baixa;1,0;1,9;15,4;55;100;15;23,63;4,71;🔴 Comprar agora;5,0;56,42;308,88;56,42
PC004154;Não informado;E;Baixa;1,0;1,9;15,6;55;100;15;23,4;4,71;🔴 Comprar agora;5,0;55,95;302,78;55,95
PC000114;Não informado;E;Baixa;1,0;1,0;29,1;55;100;15;12,52;4,71;🔴 Comprar agora;2,0;54,4;132,25;54,4
PC003698;Não informado;E;Média;2,0;1,6;36,5;55;100;15;10,0;4,71;🔴 Comprar agora;3,0;26,44;91,96;52,88
PC008285;Não informado;E;Baixa;1,0;1,5;19,9;55;100;15;18,36;4,71;🔴 Comprar agora;4,0;52,85;212,93;52,85
PC003706;Não informado;E;Baixa;1,0;0,9;32,8;55;100;15;11,14;4,71;🔴 Comprar agora;2,0;51,03;104,76;51,03
PC005225;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,28;4,71;🔴 Comprar agora;2,0;50,66;119,79;50,66
PC008506;Não informado;E;Baixa;1,0;1,0;31,3;55;100;15;11,66;4,71;🔴 Comprar agora;2,0;48,48;106,4;48,48
PC004815;Não informado;E;Baixa;1,0;0,9;32,5;55;100;15;11,23;4,71;🔴 Comprar agora;2,0;48,18;100,0;48,18
PC002216;Não informado;E;Baixa;1,0;1,0;30,5;55;100;15;11,97;4,71;🔴 Comprar agora;2,0;48,08;109,62;48,08
PC001897;Não informado;E;Baixa;2,0;1,0;60,4;55;100;15;6,04;4,71;🟢 OK;0,0;22,98;0,0;45,96
PC007579;Não informado;E;Baixa;1,0;1,4;20,9;55;100;15;17,44;4,71;🔴 Comprar agora;4,0;45,12;170,52;45,12
PC005794;Não informado;E;Baixa;1,0;1,0;30,4;55;100;15;12,0;4,71;🔴 Comprar agora;2,0;44,18;101,09;44,18
PC007090;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;2,0;44,17;105,21;44,17
PC001594;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,75;4,71;🚨 RUPTURA IMINENTE;6,0;39,81;230,17;39,81
PC002426;Não informado;E;Baixa;1,0;1,5;20,6;55;100;15;17,71;4,71;🔴 Comprar agora;4,0;37,64;144,98;37,64
PC000041;Não informado;E;Baixa;2,0;1,0;59,7;55;100;15;6,11;4,71;🟢 OK;0,0;18,41;0,0;36,82
PC005818;Não informado;E;Baixa;1,0;1,0;28,9;55;100;15;12,62;4,71;🔴 Comprar agora;2,0;36,52;89,72;36,52
PC002994;Não informado;E;Baixa;1,0;0,9;32,4;55;100;15;11,27;4,71;🔴 Comprar agora;2,0;36,26;75,66;36,26
PC004577;Não informado;E;Baixa;1,0;1,1;27,0;55;100;15;13,51;4,71;🔴 Comprar agora;3,0;35,67;96,33;35,67
PC002473;Não informado;E;Baixa;2,0;1,0;57,9;55;100;15;6,3;4,71;🟢 OK;0,0;15,65;0,0;31,3
PC003634;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;24,04;4,71;🔴 Comprar agora;6,0;17,19;96,04;17,19
