Produto;Categoria;Emissao;Quantidade;Vlr.Total;Filial;_data_ml;_periodo_ml;_periodo_val
PC000935;Arrefecimento;01/02/2025;5;2902,04;Loja Centro;2025-02-01;2025-02;2025-02
PC000935;Arrefecimento;01/03/2025;6;3482,44;Loja Centro;2025-03-01;2025-03;2025-03
PC000935;Arrefecimento;01/04/2025;6;3482,44;Loja Centro;2025-04-01;2025-04;2025-04
PC000935;Arrefecimento;01/05/2025;6;3482,44;Loja Centro;2025-05-01;2025-05;2025-05
PC000935;Arrefecimento;01/06/2025;5;2902,04;Loja Centro;2025-06-01;2025-06;2025-06
PC000935;Arrefecimento;01/07/2025;5;2902,04;Loja Centro;2025-07-01;2025-07;2025-07
PC000935;Arrefecimento;01/08/2025;5;2902,04;Loja Centro;2025-08-01;2025-08;2025-08
PC000935;Arrefecimento;01/09/2025;5;2902,04;Loja Centro;2025-09-01;2025-09;2025-09
PC000935;Arrefecimento;01/10/2025;4;2321,63;Loja Centro;2025-10-01;2025-10;2025-10
PC000935;Arrefecimento;01/11/2025;6;3482,44;Loja Centro;2025-11-01;2025-11;2025-11
PC000935;Arrefecimento;01/12/2025;9;5223,67;Loja Centro;2025-12-01;2025-12;2025-12
PC000935;Arrefecimento;01/01/2026;5;2902,04;Loja Centro;2026-01-01;2026-01;2026-01
PC000935;Arrefecimento;01/02/2026;6;3482,44;Loja Centro;2026-02-01;2026-02;2026-02
PC000935;Arrefecimento;01/03/2026;7;4062,85;Loja Centro;2026-03-01;2026-03;2026-03
PC000935;Arrefecimento;01/04/2026;7;4062,85;Loja Centro;2026-04-01;2026-04;2026-04
PC000935;Arrefecimento;01/05/2026;6;3482,44;Loja Centro;2026-05-01;2026-05;2026-05
PC000935;Arrefecimento;01/06/2026;6;3482,44;Loja Centro;2026-06-01;2026-06;2026-06
PC000935;Arrefecimento;01/07/2026;5;2902,04;Loja Centro;2026-07-01;2026-07;2026-07
PC000935;Arrefecimento;01/08/2026;5;2902,04;Loja Centro;2026-08-01;2026-08;2026-08
PC000937;Arrefecimento;01/09/2022;30;6871,07;Loja Centro;2022-09-01;2022-09;2022-09
PC000937;Arrefecimento;01/10/2022;29;6642,03;Loja Centro;2022-10-01;2022-10;2022-10
PC000937;Arrefecimento;01/11/2022;40;9161,43;Loja Centro;2022-11-01;2022-11;2022-11
PC000937;Arrefecimento;01/12/2022;42;9619,5;Loja Centro;2022-12-01;2022-12;2022-12
PC000937;Arrefecimento;01/01/2023;27;6183,96;Loja Centro;2023-01-01;2023-01;2023-01
PC000937;Arrefecimento;01/02/2023;34;7787,21;Loja Centro;2023-02-01;2023-02;2023-02
PC000937;Arrefecimento;01/03/2023;34;7787,21;Loja Centro;2023-03-01;2023-03;2023-03
PC000937;Arrefecimento;01/04/2023;35;8016,25;Loja Centro;2023-04-01;2023-04;2023-04
PC000937;Arrefecimento;01/05/2023;32;7329,14;Loja Centro;2023-05-01;2023-05;2023-05
PC000937;Arrefecimento;01/06/2023;31;7100,11;Loja Centro;2023-06-01;2023-06;2023-06
PC000937;Arrefecimento;01/07/2023;23;5267,82;Loja Centro;2023-07-01;2023-07;2023-07
PC000937;Arrefecimento;01/08/2023;26;5954,93;Loja Centro;2023-08-01;2023-08;2023-08
PC000937;Arrefecimento;01/09/2023;31;7100,11;Loja Centro;2023-09-01;2023-09;2023-09
PC000937;Arrefecimento;01/10/2023;25;5725,89;Loja Centro;2023-10-01;2023-10;2023-10
PC000937;Arrefecimento;01/11/2023;38;8703,36;Loja Centro;2023-11-01;2023-11;2023-11
PC000937;Arrefecimento;01/12/2023;52;11909,86;Loja Centro;2023-12-01;2023-12;2023-12
PC000937;Arrefecimento;01/01/2024;33;7558,18;Loja Centro;2024-01-01;2024-01;2024-01
PC000937;Arrefecimento;01/02/2024;28;6413,0;Loja Centro;2024-02-01;2024-02;2024-02
PC000937;Arrefecimento;01/03/2024;28;6413,0;Loja Centro;2024-03-01;2024-03;2024-03
PC000937;Arrefecimento;01/04/2024;36;8245,28;Loja Centro;2024-04-01;2024-04;2024-04
PC000937;Arrefecimento;01/05/2024;33;7558,18;Loja Centro;2024-05-01;2024-05;2024-05
PC000937;Arrefecimento;01/06/2024;30;6871,07;Loja Centro;2024-06-01;2024-06;2024-06
PC000937;Arrefecimento;01/07/2024;30;6871,07;Loja Centro;2024-07-01;2024-07;2024-07
PC000937;Arrefecimento;01/08/2024;26;5954,93;Loja Centro;2024-08-01;2024-08;2024-08
PC000937;Arrefecimento;01/09/2024;25;5725,89;Loja Centro;2024-09-01;2024-09;2024-09
PC000937;Arrefecimento;01/10/2024;29;6642,03;Loja Centro;2024-10-01;2024-10;2024-10
PC000937;Arrefecimento;01/11/2024;36;8245,28;Loja Centro;2024-11-01;2024-11;2024-11
PC000937;Arrefecimento;01/12/2024;43;9848,53;Loja Centro;2024-12-01;2024-12;2024-12
PC000937;Arrefecimento;01/01/2025;30;6871,07;Loja Centro;2025-01-01;2025-01;2025-01
PC000937;Arrefecimento;01/02/2025;34;7787,21;Loja Centro;2025-02-01;2025-02;2025-02
PC000937;Arrefecimento;01/03/2025;30;6871,07;Loja Centro;2025-03-01;2025-03;2025-03
PC000937;Arrefecimento;01/04/2025;29;6642,03;Loja Centro;2025-04-01;2025-04;2025-04
PC000937;Arrefecimento;01/05/2025;28;6413,0;Loja Centro;2025-05-01;2025-05;2025-05
PC000937;Arrefecimento;01/06/2025;29;6642,03;Loja Centro;2025-06-01;2025-06;2025-06
PC000937;Arrefecimento;01/07/2025;32;7329,14;Loja Centro;2025-07-01;2025-07;2025-07
PC000937;Arrefecimento;01/08/2025;27;6183,96;Loja Centro;2025-08-01;2025-08;2025-08
PC000937;Arrefecimento;01/09/2025;28;6413,0;Loja Centro;2025-09-01;2025-09;2025-09
PC000937;Arrefecimento;01/10/2025;28;6413,0;Loja Centro;2025-10-01;2025-10;2025-10
PC000937;Arrefecimento;01/11/2025;38;8703,36;Loja Centro;2025-11-01;2025-11;2025-11
PC000937;Arrefecimento;01/12/2025;42;9619,5;Loja Centro;2025-12-01;2025-12;2025-12
PC000937;Arrefecimento;01/01/2026;30;6871,07;Loja Centro;2026-01-01;2026-01;2026-01
PC000937;Arrefecimento;01/02/2026;30;6871,07;Loja Centro;2026-02-01;2026-02;2026-02
PC000937;Arrefecimento;01/03/2026;32;7329,14;Loja Centro;2026-03-01;2026-03;2026-03
PC000937;Arrefecimento;01/04/2026;31;7100,11;Loja Centro;2026-04-01;2026-04;2026-04
PC000937;Arrefecimento;01/05/2026;32;7329,14;Loja Centro;2026-05-01;2026-05;2026-05
PC000937;Arrefecimento;01/06/2026;30;6871,07;Loja Centro;2026-06-01;2026-06;2026-06
PC000937;Arrefecimento;01/07/2026;27;6183,96;Loja Centro;2026-07-01;2026-07;2026-07
PC000937;Arrefecimento;01/08/2026;32;7329,14;Loja Centro;2026-08-01;2026-08;2026-08
PC000939;Arrefecimento;01/09/2022;18;6115,26;Loja Centro;2022-09-01;2022-09;2022-09
PC000939;Arrefecimento;01/10/2022;20;6794,73;Loja Centro;2022-10-01;2022-10;2022-10
PC000939;Arrefecimento;01/11/2022;30;10192,09;Loja Centro;2022-11-01;2022-11;2022-11
PC000939;Arrefecimento;01/12/2022;35;11890,77;Loja Centro;2022-12-01;2022-12;2022-12
PC000939;Arrefecimento;01/01/2023;24;8153,67;Loja Centro;2023-01-01;2023-01;2023-01
PC000939;Arrefecimento;01/02/2023;19;6454,99;Loja Centro;2023-02-01;2023-02;2023-02
PC000939;Arrefecimento;01/03/2023;23;7813,94;Loja Centro;2023-03-01;2023-03;2023-03
PC000939;Arrefecimento;01/04/2023;21;7134,46;Loja Centro;2023-04-01;2023-04;2023-04
PC000939;Arrefecimento;01/05/2023;22;7474,2;Loja Centro;2023-05-01;2023-05;2023-05
PC000939;Arrefecimento;01/06/2023;22;7474,2;Loja Centro;2023-06-01;2023-06;2023-06
PC000939;Arrefecimento;01/07/2023;21;7134,46;Loja Centro;2023-07-01;2023-07;2023-07
PC000939;Arrefecimento;01/08/2023;17;5775,52;Loja Centro;2023-08-01;2023-08;2023-08
PC000939;Arrefecimento;01/09/2023;23;7813,94;Loja Centro;2023-09-01;2023-09;2023-09
PC000939;Arrefecimento;01/10/2023;23;7813,94;Loja Centro;2023-10-01;2023-10;2023-10
PC000939;Arrefecimento;01/11/2023;26;8833,15;Loja Centro;2023-11-01;2023-11;2023-11
PC000939;Arrefecimento;01/12/2023;29;9852,36;Loja Centro;2023-12-01;2023-12;2023-12
PC000939;Arrefecimento;01/01/2024;26;8833,15;Loja Centro;2024-01-01;2024-01;2024-01
PC000939;Arrefecimento;01/02/2024;25;8493,41;Loja Centro;2024-02-01;2024-02;2024-02
PC000939;Arrefecimento;01/03/2024;25;8493,41;Loja Centro;2024-03-01;2024-03;2024-03
PC000939;Arrefecimento;01/04/2024;20;6794,73;Loja Centro;2024-04-01;2024-04;2024-04
PC000939;Arrefecimento;01/05/2024;26;8833,15;Loja Centro;2024-05-01;2024-05;2024-05
PC000939;Arrefecimento;01/06/2024;20;6794,73;Loja Centro;2024-06-01;2024-06;2024-06
PC000939;Arrefecimento;01/07/2024;20;6794,73;Loja Centro;2024-07-01;2024-07;2024-07
PC000939;Arrefecimento;01/08/2024;23;7813,94;Loja Centro;2024-08-01;2024-08;2024-08
PC000939;Arrefecimento;01/09/2024;19;6454,99;Loja Centro;2024-09-01;2024-09;2024-09
PC000939;Arrefecimento;01/10/2024;20;6794,73;Loja Centro;2024-10-01;2024-10;2024-10
PC000939;Arrefecimento;01/11/2024;31;10531,83;Loja Centro;2024-11-01;2024-11;2024-11
PC000939;Arrefecimento;01/12/2024;29;9852,36;Loja Centro;2024-12-01;2024-12;2024-12
PC000939;Arrefecimento;01/01/2025;25;8493,41;Loja Centro;2025-01-01;2025-01;2025-01
PC000939;Arrefecimento;01/02/2025;27;9172,88;Loja Centro;2025-02-01;2025-02;2025-02
PC000939;Arrefecimento;01/03/2025;23;7813,94;Loja Centro;2025-03-01;2025-03;2025-03
PC000939;Arrefecimento;01/04/2025;26;8833,15;Loja Centro;2025-04-01;2025-04;2025-04
PC000939;Arrefecimento;01/05/2025;21;7134,46;Loja Centro;2025-05-01;2025-05;2025-05
PC000939;Arrefecimento;01/06/2025;18;6115,26;Loja Centro;2025-06-01;2025-06;2025-06
PC000939;Arrefecimento;01/07/2025;17;5775,52;Loja Centro;2025-07-01;2025-07;2025-07
PC000939;Arrefecimento;01/08/2025;21;7134,46;Loja Centro;2025-08-01;2025-08;2025-08
PC000939;Arrefecimento;01/09/2025;21;7134,46;Loja Centro;2025-09-01;2025-09;2025-09
PC000939;Arrefecimento;01/10/2025;19;6454,99;Loja Centro;2025-10-01;2025-10;2025-10
PC000939;Arrefecimento;01/11/2025;31;10531,83;Loja Centro;2025-11-01;2025-11;2025-11
PC000939;Arrefecimento;01/12/2025;31;10531,83;Loja Centro;2025-12-01;2025-12;2025-12
PC000939;Arrefecimento;01/01/2026;20;6794,73;Loja Centro;2026-01-01;2026-01;2026-01
PC000939;Arrefecimento;01/02/2026;21;7134,46;Loja Centro;2026-02-01;2026-02;2026-02
PC000939;Arrefecimento;01/03/2026;27;9172,88;Loja Centro;2026-03-01;2026-03;2026-03
PC000939;Arrefecimento;01/04/2026;25;8493,41;Loja Centro;2026-04-01;2026-04;2026-04
PC000939;Arrefecimento;01/05/2026;22;7474,2;Loja Centro;2026-05-01;2026-05;2026-05
PC000939;Arrefecimento;01/06/2026;21;7134,46;Loja Centro;2026-06-01;2026-06;2026-06
PC000939;Arrefecimento;01/07/2026;20;6794,73;Loja Centro;2026-07-01;2026-07;2026-07
PC000939;Arrefecimento;01/08/2026;17;5775,52;Loja Centro;2026-08-01;2026-08;2026-08
PC000945;Arrefecimento;01/09/2022;6;3889,78;Loja Centro;2022-09-01;2022-09;2022-09
PC000945;Arrefecimento;01/10/2022;6;3889,78;Loja Centro;2022-10-01;2022-10;2022-10
PC000945;Arrefecimento;01/11/2022;7;4538,08;Loja Centro;2022-11-01;2022-11;2022-11
PC000945;Arrefecimento;01/12/2022;9;5834,67;Loja Centro;2022-12-01;2022-12;2022-12
PC000945;Arrefecimento;01/01/2023;6;3889,78;Loja Centro;2023-01-01;2023-01;2023-01
PC000945;Arrefecimento;01/02/2023;7;4538,08;Loja Centro;2023-02-01;2023-02;2023-02
PC000945;Arrefecimento;01/03/2023;6;3889,78;Loja Centro;2023-03-01;2023-03;2023-03
PC000945;Arrefecimento;01/04/2023;6;3889,78;Loja Centro;2023-04-01;2023-04;2023-04
PC000945;Arrefecimento;01/05/2023;7;4538,08;Loja Centro;2023-05-01;2023-05;2023-05
PC000945;Arrefecimento;01/06/2023;7;4538,08;Loja Centro;2023-06-01;2023-06;2023-06
PC000945;Arrefecimento;01/07/2023;6;3889,78;Loja Centro;2023-07-01;2023-07;2023-07
PC000945;Arrefecimento;01/08/2023;5;3241,48;Loja Centro;2023-08-01;2023-08;2023-08
PC000945;Arrefecimento;01/09/2023;6;3889,78;Loja Centro;2023-09-01;2023-09;2023-09
PC000945;Arrefecimento;01/10/2023;5;3241,48;Loja Centro;2023-10-01;2023-10;2023-10
PC000945;Arrefecimento;01/11/2023;7;4538,08;Loja Centro;2023-11-01;2023-11;2023-11
PC000945;Arrefecimento;01/12/2023;8;5186,38;Loja Centro;2023-12-01;2023-12;2023-12
PC000945;Arrefecimento;01/01/2024;7;4538,08;Loja Centro;2024-01-01;2024-01;2024-01
PC000945;Arrefecimento;01/02/2024;6;3889,78;Loja Centro;2024-02-01;2024-02;2024-02
PC000945;Arrefecimento;01/03/2024;7;4538,08;Loja Centro;2024-03-01;2024-03;2024-03
PC000945;Arrefecimento;01/04/2024;7;4538,08;Loja Centro;2024-04-01;2024-04;2024-04
PC000945;Arrefecimento;01/05/2024;6;3889,78;Loja Centro;2024-05-01;2024-05;2024-05
PC000945;Arrefecimento;01/06/2024;6;3889,78;Loja Centro;2024-06-01;2024-06;2024-06
PC000945;Arrefecimento;01/07/2024;7;4538,08;Loja Centro;2024-07-01;2024-07;2024-07
PC000945;Arrefecimento;01/08/2024;5;3241,48;Loja Centro;2024-08-01;2024-08;2024-08
PC000945;Arrefecimento;01/09/2024;6;3889,78;Loja Centro;2024-09-01;2024-09;2024-09
PC000945;Arrefecimento;01/10/2024;6;3889,78;Loja Centro;2024-10-01;2024-10;2024-10
PC000945;Arrefecimento;01/11/2024;7;4538,08;Loja Centro;2024-11-01;2024-11;2024-11
PC000945;Arrefecimento;01/12/2024;10;6482,97;Loja Centro;2024-12-01;2024-12;2024-12
PC000945;Arrefecimento;01/01/2025;6;3889,78;Loja Centro;2025-01-01;2025-01;2025-01
PC000945;Arrefecimento;01/02/2025;8;5186,38;Loja Centro;2025-02-01;2025-02;2025-02
PC000945;Arrefecimento;01/03/2025;6;3889,78;Loja Centro;2025-03-01;2025-03;2025-03
PC000945;Arrefecimento;01/04/2025;8;5186,38;Loja Centro;2025-04-01;2025-04;2025-04
PC000945;Arrefecimento;01/05/2025;7;4538,08;Loja Centro;2025-05-01;2025-05;2025-05
PC000945;Arrefecimento;01/06/2025;7;4538,08;Loja Centro;2025-06-01;2025-06;2025-06
PC000945;Arrefecimento;01/07/2025;6;3889,78;Loja Centro;2025-07-01;2025-07;2025-07
PC000945;Arrefecimento;01/08/2025;6;3889,78;Loja Centro;2025-08-01;2025-08;2025-08
PC000945;Arrefecimento;01/09/2025;5;3241,48;Loja Centro;2025-09-01;2025-09;2025-09
PC000945;Arrefecimento;01/10/2025;6;3889,78;Loja Centro;2025-10-01;2025-10;2025-10
PC000945;Arrefecimento;01/11/2025;7;4538,08;Loja Centro;2025-11-01;2025-11;2025-11
PC000945;Arrefecimento;01/12/2025;11;7131,27;Loja Centro;2025-12-01;2025-12;2025-12
PC000945;Arrefecimento;01/01/2026;6;3889,78;Loja Centro;2026-01-01;2026-01;2026-01
PC000945;Arrefecimento;01/02/2026;6;3889,78;Loja Centro;2026-02-01;2026-02;2026-02
PC000945;Arrefecimento;01/03/2026;6;3889,78;Loja Centro;2026-03-01;2026-03;2026-03
PC000945;Arrefecimento;01/04/2026;7;4538,08;Loja Centro;2026-04-01;2026-04;2026-04
PC000945;Arrefecimento;01/05/2026;6;3889,78;Loja Centro;2026-05-01;2026-05;2026-05
PC000945;Arrefecimento;01/06/2026;6;3889,78;Loja Centro;2026-06-01;2026-06;2026-06
PC000945;Arrefecimento;01/07/2026;6;3889,78;Loja Centro;2026-07-01;2026-07;2026-07
PC000945;Arrefecimento;01/08/2026;5;3241,48;Loja Centro;2026-08-01;2026-08;2026-08
PC000946;Arrefecimento;01/09/2022;10;4396,91;Loja Centro;2022-09-01;2022-09;2022-09
PC000946;Arrefecimento;01/10/2022;8;3517,53;Loja Centro;2022-10-01;2022-10;2022-10
PC000946;Arrefecimento;01/11/2022;13;5715,98;Loja Centro;2022-11-01;2022-11;2022-11
PC000946;Arrefecimento;01/12/2022;15;6595,36;Loja Centro;2022-12-01;2022-12;2022-12
PC000946;Arrefecimento;01/01/2023;9;3957,22;Loja Centro;2023-01-01;2023-01;2023-01
PC000946;Arrefecimento;01/02/2023;11;4836,6;Loja Centro;2023-02-01;2023-02;2023-02
PC000946;Arrefecimento;01/03/2023;11;4836,6;Loja Centro;2023-03-01;2023-03;2023-03
PC000946;Arrefecimento;01/04/2023;9;3957,22;Loja Centro;2023-04-01;2023-04;2023-04
PC000946;Arrefecimento;01/05/2023;11;4836,6;Loja Centro;2023-05-01;2023-05;2023-05
PC000946;Arrefecimento;01/06/2023;11;4836,6;Loja Centro;2023-06-01;2023-06;2023-06
PC000946;Arrefecimento;01/07/2023;10;4396,91;Loja Centro;2023-07-01;2023-07;2023-07
PC000946;Arrefecimento;01/08/2023;8;3517,53;Loja Centro;2023-08-01;2023-08;2023-08
PC000946;Arrefecimento;01/09/2023;10;4396,91;Loja Centro;2023-09-01;2023-09;2023-09
PC000946;Arrefecimento;01/10/2023;9;3957,22;Loja Centro;2023-10-01;2023-10;2023-10
PC000946;Arrefecimento;01/11/2023;15;6595,36;Loja Centro;2023-11-01;2023-11;2023-11
PC000946;Arrefecimento;01/12/2023;17;7474,74;Loja Centro;2023-12-01;2023-12;2023-12
PC000946;Arrefecimento;01/01/2024;10;4396,91;Loja Centro;2024-01-01;2024-01;2024-01
PC000946;Arrefecimento;01/02/2024;10;4396,91;Loja Centro;2024-02-01;2024-02;2024-02
PC000946;Arrefecimento;01/03/2024;11;4836,6;Loja Centro;2024-03-01;2024-03;2024-03
PC000946;Arrefecimento;01/04/2024;12;5276,29;Loja Centro;2024-04-01;2024-04;2024-04
PC000946;Arrefecimento;01/05/2024;10;4396,91;Loja Centro;2024-05-01;2024-05;2024-05
PC000946;Arrefecimento;01/06/2024;11;4836,6;Loja Centro;2024-06-01;2024-06;2024-06
PC000946;Arrefecimento;01/07/2024;9;3957,22;Loja Centro;2024-07-01;2024-07;2024-07
PC000946;Arrefecimento;01/08/2024;8;3517,53;Loja Centro;2024-08-01;2024-08;2024-08
PC000946;Arrefecimento;01/09/2024;8;3517,53;Loja Centro;2024-09-01;2024-09;2024-09
PC000946;Arrefecimento;01/10/2024;10;4396,91;Loja Centro;2024-10-01;2024-10;2024-10
PC000946;Arrefecimento;01/11/2024;15;6595,36;Loja Centro;2024-11-01;2024-11;2024-11
PC000946;Arrefecimento;01/12/2024;14;6155,67;Loja Centro;2024-12-01;2024-12;2024-12
PC000946;Arrefecimento;01/01/2025;10;4396,91;Loja Centro;2025-01-01;2025-01;2025-01
PC000946;Arrefecimento;01/02/2025;11;4836,6;Loja Centro;2025-02-01;2025-02;2025-02
PC000946;Arrefecimento;01/03/2025;11;4836,6;Loja Centro;2025-03-01;2025-03;2025-03
PC000946;Arrefecimento;01/04/2025;11;4836,6;Loja Centro;2025-04-01;2025-04;2025-04
PC000946;Arrefecimento;01/05/2025;11;4836,6;Loja Centro;2025-05-01;2025-05;2025-05
PC000946;Arrefecimento;01/06/2025;10;4396,91;Loja Centro;2025-06-01;2025-06;2025-06
PC000946;Arrefecimento;01/07/2025;10;4396,91;Loja Centro;2025-07-01;2025-07;2025-07
PC000946;Arrefecimento;01/08/2025;8;3517,53;Loja Centro;2025-08-01;2025-08;2025-08
PC000946;Arrefecimento;01/09/2025;9;3957,22;Loja Centro;2025-09-01;2025-09;2025-09
PC000946;Arrefecimento;01/10/2025;11;4836,6;Loja Centro;2025-10-01;2025-10;2025-10
PC000946;Arrefecimento;01/11/2025;14;6155,67;Loja Centro;2025-11-01;2025-11;2025-11
PC000946;Arrefecimento;01/12/2025;16;7035,05;Loja Centro;2025-12-01;2025-12;2025-12
PC000946;Arrefecimento;01/01/2026;10;4396,91;Loja Centro;2026-01-01;2026-01;2026-01
PC000946;Arrefecimento;01/02/2026;10;4396,91;Loja Centro;2026-02-01;2026-02;2026-02
PC000946;Arrefecimento;01/03/2026;10;4396,91;Loja Centro;2026-03-01;2026-03;2026-03
PC000946;Arrefecimento;01/04/2026;9;3957,22;Loja Centro;2026-04-01;2026-04;2026-04
PC000946;Arrefecimento;01/05/2026;10;4396,91;Loja Centro;2026-05-01;2026-05;2026-05
PC000946;Arrefecimento;01/06/2026;10;4396,91;Loja Centro;2026-06-01;2026-06;2026-06
PC000946;Arrefecimento;01/07/2026;10;4396,91;Loja Centro;2026-07-01;2026-07;2026-07
PC000946;Arrefecimento;01/08/2026;11;4836,6;Loja Centro;2026-08-01;2026-08;2026-08
PC000947;Arrefecimento;01/09/2022;8;2719,02;Loja Centro;2022-09-01;2022-09;2022-09
PC000947;Arrefecimento;01/10/2022;7;2379,14;Loja Centro;2022-10-01;2022-10;2022-10
PC000947;Arrefecimento;01/11/2022;10;3398,78;Loja Centro;2022-11-01;2022-11;2022-11
PC000947;Arrefecimento;01/12/2022;12;4078,53;Loja Centro;2022-12-01;2022-12;2022-12
PC000947;Arrefecimento;01/01/2023;8;2719,02;Loja Centro;2023-01-01;2023-01;2023-01
PC000947;Arrefecimento;01/02/2023;9;3058,9;Loja Centro;2023-02-01;2023-02;2023-02
PC000947;Arrefecimento;01/03/2023;9;3058,9;Loja Centro;2023-03-01;2023-03;2023-03
PC000947;Arrefecimento;01/04/2023;9;3058,9;Loja Centro;2023-04-01;2023-04;2023-04
PC000947;Arrefecimento;01/05/2023;8;2719,02;Loja Centro;2023-05-01;2023-05;2023-05
PC000947;Arrefecimento;01/06/2023;9;3058,9;Loja Centro;2023-06-01;2023-06;2023-06
PC000947;Arrefecimento;01/07/2023;8;2719,02;Loja Centro;2023-07-01;2023-07;2023-07
PC000947;Arrefecimento;01/08/2023;7;2379,14;Loja Centro;2023-08-01;2023-08;2023-08
PC000947;Arrefecimento;01/09/2023;7;2379,14;Loja Centro;2023-09-01;2023-09;2023-09
PC000947;Arrefecimento;01/10/2023;7;2379,14;Loja Centro;2023-10-01;2023-10;2023-10
PC000947;Arrefecimento;01/11/2023;9;3058,9;Loja Centro;2023-11-01;2023-11;2023-11
PC000947;Arrefecimento;01/12/2023;12;4078,53;Loja Centro;2023-12-01;2023-12;2023-12
PC000947;Arrefecimento;01/01/2024;8;2719,02;Loja Centro;2024-01-01;2024-01;2024-01
PC000947;Arrefecimento;01/02/2024;8;2719,02;Loja Centro;2024-02-01;2024-02;2024-02
PC000947;Arrefecimento;01/03/2024;8;2719,02;Loja Centro;2024-03-01;2024-03;2024-03
PC000947;Arrefecimento;01/04/2024;10;3398,78;Loja Centro;2024-04-01;2024-04;2024-04
PC000947;Arrefecimento;01/05/2024;8;2719,02;Loja Centro;2024-05-01;2024-05;2024-05
PC000947;Arrefecimento;01/06/2024;9;3058,9;Loja Centro;2024-06-01;2024-06;2024-06
PC000947;Arrefecimento;01/07/2024;7;2379,14;Loja Centro;2024-07-01;2024-07;2024-07
PC000947;Arrefecimento;01/08/2024;8;2719,02;Loja Centro;2024-08-01;2024-08;2024-08
PC000947;Arrefecimento;01/09/2024;7;2379,14;Loja Centro;2024-09-01;2024-09;2024-09
PC000947;Arrefecimento;01/10/2024;8;2719,02;Loja Centro;2024-10-01;2024-10;2024-10
PC000947;Arrefecimento;01/11/2024;13;4418,41;Loja Centro;2024-11-01;2024-11;2024-11
PC000947;Arrefecimento;01/12/2024;12;4078,53;Loja Centro;2024-12-01;2024-12;2024-12
PC000947;Arrefecimento;01/01/2025;8;2719,02;Loja Centro;2025-01-01;2025-01;2025-01
PC000947;Arrefecimento;01/02/2025;8;2719,02;Loja Centro;2025-02-01;2025-02;2025-02
PC000947;Arrefecimento;01/03/2025;10;3398,78;Loja Centro;2025-03-01;2025-03;2025-03
PC000947;Arrefecimento;01/04/2025;10;3398,78;Loja Centro;2025-04-01;2025-04;2025-04
PC000947;Arrefecimento;01/05/2025;8;2719,02;Loja Centro;2025-05-01;2025-05;2025-05
PC000947;Arrefecimento;01/06/2025;8;2719,02;Loja Centro;2025-06-01;2025-06;2025-06
PC000947;Arrefecimento;01/07/2025;8;2719,02;Loja Centro;2025-07-01;2025-07;2025-07
PC000947;Arrefecimento;01/08/2025;8;2719,02;Loja Centro;2025-08-01;2025-08;2025-08
PC000947;Arrefecimento;01/09/2025;7;2379,14;Loja Centro;2025-09-01;2025-09;2025-09
PC000947;Arrefecimento;01/10/2025;7;2379,14;Loja Centro;2025-10-01;2025-10;2025-10
PC000947;Arrefecimento;01/11/2025;9;3058,9;Loja Centro;2025-11-01;2025-11;2025-11
PC000947;Arrefecimento;01/12/2025;14;4758,29;Loja Centro;2025-12-01;2025-12;2025-12
PC000947;Arrefecimento;01/01/2026;9;3058,9;Loja Centro;2026-01-01;2026-01;2026-01
PC000947;Arrefecimento;01/02/2026;10;3398,78;Loja Centro;2026-02-01;2026-02;2026-02
PC000947;Arrefecimento;01/03/2026;8;2719,02;Loja Centro;2026-03-01;2026-03;2026-03
PC000947;Arrefecimento;01/04/2026;9;3058,9;Loja Centro;2026-04-01;2026-04;2026-04
PC000947;Arrefecimento;01/05/2026;9;3058,9;Loja Centro;2026-05-01;2026-05;2026-05
PC000947;Arrefecimento;01/06/2026;9;3058,9;Loja Centro;2026-06-01;2026-06;2026-06
PC000947;Arrefecimento;01/07/2026;9;3058,9;Loja Centro;2026-07-01;2026-07;2026-07
PC000947;Arrefecimento;01/08/2026;9;3058,9;Loja Centro;2026-08-01;2026-08;2026-08
PC000953;Arrefecimento;01/09/2022;7;3493,74;Loja Centro;2022-09-01;2022-09;2022-09
PC000953;Arrefecimento;01/10/2022;6;2994,63;Loja Centro;2022-10-01;2022-10;2022-10
PC000953;Arrefecimento;01/11/2022;9;4491,95;Loja Centro;2022-11-01;2022-11;2022-11
PC000953;Arrefecimento;01/12/2022;10;4991,05;Loja Centro;2022-12-01;2022-12;2022-12
PC000953;Arrefecimento;01/01/2023;8;3992,84;Loja Centro;2023-01-01;2023-01;2023-01
